merchant_id,merchant_name,category,tier,city,onboarding_date,state
1440,Virk PLC,Food & Dining,SME,Hyderabad,2024-09-12,Telangana
1441,"Saini, Doctor and Char",Fuel,SME,Bengaluru,2024-06-15,Karnataka
1442,Soni PLC,Kirana/Local Store,Micro,Kochi,2025-09-18,Kerala
1443,"Barad, Wali and Thakur",Grocery,Micro,Pune,2025-10-21,Maharashtra
1444,Chander Group,Fashion & Apparel,Micro,Delhi,2025-05-02,Delhi
1445,"De, Zacharia and Agarwal",Pharmacy,Micro,Hyderabad,2025-04-24,Telangana
1446,"Sankar, Vig and Salvi",Fashion & Apparel,Micro,Bengaluru,2024-03-08,Karnataka
1447,Bassi-Wagle,Grocery,Micro,Jaipur,2025-06-20,Rajasthan
1448,Karnik-Subramaniam,Food & Dining,Micro,Bengaluru,2024-01-13,Karnataka
1449,Palla-Chaudhari,Travel & Transport,Micro,Mumbai,2024-09-01,Maharashtra
1450,Desai-Kumar,Grocery,SME,Chennai,2024-04-02,Tamil Nadu
1451,Kaul-Chacko,Electronics,Enterprise,Chennai,2025-01-24,Tamil Nadu
1452,Rege-Kurian,Home Services,Micro,Pune,2025-03-11,Maharashtra
1453,Ahluwalia Ltd,Education,Micro,Kolkata,2024-04-30,West Bengal
1454,"Amble, Virk and Dalal",Fuel,Micro,Chennai,2024-08-19,Tamil Nadu
1455,"Amble, Prashad and Jha",Grocery,SME,Lucknow,2024-06-25,Uttar Pradesh
1456,"Mutti, Rege and Pathak",Food & Dining,SME,Kolkata,2025-12-21,West Bengal
1457,Dubey Group,Pharmacy,SME,Delhi,2024-04-11,Delhi
1458,"Kulkarni, Lal and Wason",Food & Dining,Micro,Pune,2025-08-03,Maharashtra
1459,Pau-Majumdar,Pharmacy,Micro,Chennai,2024-07-12,Tamil Nadu
1460,"Ranganathan, Jani and Sachdev",Utilities/Bill Pay,Micro,Lucknow,2024-04-04,Uttar Pradesh
1461,"Subramanian, Gola and Prabhakar",Fashion & Apparel,SME,Bengaluru,2024-05-22,Karnataka
1462,"Sule, Kulkarni and Mohanty",Grocery,Micro,Mumbai,2024-01-15,Maharashtra
1463,"Padmanabhan, Rao and Devi",Home Services,Micro,Bengaluru,2024-06-08,Karnataka
1464,"Dani, Karpe and Sekhon",Home Services,SME,Indore,2024-09-29,Madhya Pradesh
1465,"Edwin, Chaudhry and Kala",Fuel,Micro,Bhopal,2025-03-20,Madhya Pradesh
1466,"Rattan, Nigam and Ben",Fashion & Apparel,SME,Mumbai,2025-05-23,Maharashtra
1467,Ramachandran Ltd,Fuel,Micro,Mumbai,2025-11-29,Maharashtra
1468,Chand and Sons,Pharmacy,Micro,Bengaluru,2024-11-26,Karnataka
1469,Saran-Chakrabarti,Electronics,Enterprise,Hyderabad,2024-02-02,Telangana
1470,Lall and Sons,Utilities/Bill Pay,Micro,Kolkata,2024-01-19,West Bengal
1471,Buch-Barad,Entertainment,SME,Coimbatore,2025-09-05,Tamil Nadu
1472,"Rajagopalan, Rattan and Verma",Education,SME,Patna,2024-06-02,Bihar
1473,Bhandari-Gill,Food & Dining,Micro,Nagpur,2024-04-14,Maharashtra
1474,"Talwar, Sarna and Anne",Fashion & Apparel,Micro,Mumbai,2024-07-25,Maharashtra
1475,Vasa LLC,Grocery,Micro,Ahmedabad,2024-11-07,Gujarat
1476,Bandi PLC,Electronics,Micro,Ahmedabad,2025-07-05,Gujarat
1477,"Varty, Kata and Gara",Fashion & Apparel,SME,Coimbatore,2024-12-26,Tamil Nadu
1478,"Banik, Parsa and Khare",Fuel,Micro,Nagpur,2024-04-23,Maharashtra
1479,"Acharya, Dugar and Chadha",Grocery,Micro,Guwahati,2024-05-22,Assam
1480,Ratta-Pandit,Food & Dining,Micro,Hyderabad,2024-08-10,Telangana
1481,"Rana, Ravi and Iyer",Travel & Transport,Micro,Chandigarh,2024-12-21,Punjab
1482,"Aurora, Biswas and Chana",Utilities/Bill Pay,SME,Mumbai,2025-02-04,Maharashtra
1483,"Mane, Pall and Palan",Electronics,Enterprise,Kolkata,2025-09-30,West Bengal
1484,Kara-Hayer,Utilities/Bill Pay,Enterprise,Hyderabad,2025-02-27,Telangana
1485,Raval-Agrawal,Grocery,SME,Jaipur,2025-09-24,Rajasthan
1486,Gill-Ray,Grocery,Micro,Chandigarh,2024-03-16,Punjab
1487,"Chhabra, Bora and Thakur",Kirana/Local Store,Micro,Delhi,2024-08-14,Delhi
1488,Oak-Dada,Grocery,Micro,Ahmedabad,2024-01-27,Gujarat
1489,"Kurian, Yogi and Krishna",Travel & Transport,SME,Nagpur,2024-10-14,Maharashtra
1490,"Savant, Purohit and Sule",Grocery,Micro,Bengaluru,2025-06-07,Karnataka
1491,Nori Group,Food & Dining,SME,Chennai,2025-11-14,Tamil Nadu
1492,"Sharma, Bala and Subramaniam",Food & Dining,Enterprise,Hyderabad,2024-10-14,Telangana
1493,Kuruvilla Inc,Electronics,Micro,Bengaluru,2024-10-20,Karnataka
1494,Kannan-Karpe,Entertainment,SME,Kolkata,2024-01-03,West Bengal
1495,Sachar-Pandit,Pharmacy,Micro,Guwahati,2024-09-10,Assam
1496,"Wason, Andra and Lall",Utilities/Bill Pay,Micro,Delhi,2025-09-23,Delhi
1497,Mani Inc,Food & Dining,SME,Mumbai,2025-07-12,Maharashtra
1498,Oommen-Borra,Fashion & Apparel,SME,Pune,2024-01-19,Maharashtra
1499,"Gokhale, Soni and Murthy",Kirana/Local Store,SME,Surat,2024-10-23,Gujarat
1500,Kamdar-Luthra,Food & Dining,SME,Kochi,2024-09-17,Kerala
1501,Gupta Group,Grocery,Micro,Ranchi,2025-10-16,Jharkhand
1502,"Iyengar, Keer and Khurana",Electronics,Micro,Nagpur,2025-11-08,Maharashtra
1503,Jhaveri-Karnik,Grocery,Micro,Mumbai,2025-02-05,Maharashtra
1504,Krish PLC,Fashion & Apparel,SME,Delhi,2024-09-05,Delhi
1505,Dugal-Chhabra,Grocery,Micro,Indore,2025-11-07,Madhya Pradesh
1506,Brar Ltd,Grocery,Micro,Mumbai,2025-04-14,Maharashtra
1507,"Tailor, Ahuja and Basak",Grocery,Micro,Kolkata,2025-03-28,West Bengal
1508,Prabhu-Murty,Food & Dining,Micro,Chennai,2025-12-26,Tamil Nadu
1509,Maharaj-Swaminathan,Electronics,Micro,Bengaluru,2024-11-15,Karnataka
1510,Vaidya LLC,Grocery,Micro,Pune,2024-03-20,Maharashtra
1511,Kapadia-Dave,Education,Micro,Bhopal,2025-08-30,Madhya Pradesh
1512,Vora Group,Electronics,Micro,Hyderabad,2024-10-14,Telangana
1513,Zachariah-Bali,Food & Dining,SME,Bengaluru,2024-06-06,Karnataka
1514,"Palan, Ramesh and Ghosh",Grocery,Micro,Delhi,2024-09-27,Delhi
1515,Dara-Vasa,Fashion & Apparel,SME,Bengaluru,2025-05-20,Karnataka
1516,Mutti-Anand,Grocery,SME,Delhi,2024-03-10,Delhi
1517,Kade Group,Pharmacy,Micro,Mumbai,2024-08-11,Maharashtra
1518,"Chaudhuri, Nanda and Pathak",Education,SME,Jaipur,2024-09-04,Rajasthan
1519,"Lad, Grover and Lall",Grocery,Micro,Pune,2025-12-07,Maharashtra
1520,Luthra Group,Grocery,Micro,Kochi,2024-09-28,Kerala
1521,"Oza, Pau and Gour",Pharmacy,SME,Kolkata,2024-05-07,West Bengal
1522,Samra-Kade,Fashion & Apparel,Micro,Hyderabad,2025-12-04,Telangana
1523,Pradhan-Patla,Utilities/Bill Pay,Micro,Guwahati,2024-12-30,Assam
1524,Mammen-Seshadri,Grocery,Enterprise,Bhopal,2024-03-04,Madhya Pradesh
1525,Deep PLC,Pharmacy,SME,Bengaluru,2025-03-09,Karnataka
1526,"Karnik, Chaudhry and Madan",Grocery,SME,Bengaluru,2025-09-18,Karnataka
1527,Sankaran Group,Fashion & Apparel,Micro,Ranchi,2025-10-29,Jharkhand
1528,Dhingra Ltd,Electronics,SME,Mumbai,2024-11-05,Maharashtra
1529,Solanki Inc,Entertainment,Micro,Bhopal,2025-07-25,Madhya Pradesh
1530,Sama Group,Financial Services,Micro,Delhi,2024-01-05,Delhi
1531,Varughese PLC,Fuel,Micro,Kochi,2025-07-14,Kerala
1532,"Mutti, Sur and Mital",Home Services,Micro,Ahmedabad,2024-09-10,Gujarat
1533,Batta-Rao,Education,SME,Bengaluru,2025-05-06,Karnataka
1534,Gade Inc,Food & Dining,SME,Mumbai,2024-05-08,Maharashtra
1535,Kumar Group,Fuel,Micro,Bengaluru,2025-03-04,Karnataka
1536,"Char, Sengupta and Natt",Home Services,Micro,Delhi,2024-09-23,Delhi
1537,Patel-Parsa,Kirana/Local Store,Micro,Mumbai,2024-03-25,Maharashtra
1538,"Kurian, Padmanabhan and Bahri",Utilities/Bill Pay,Micro,Lucknow,2025-07-21,Uttar Pradesh
1539,Dara-Panchal,Grocery,SME,Bhopal,2025-08-24,Madhya Pradesh
1540,"Issac, Yohannan and Ghosh",Fashion & Apparel,Micro,Mumbai,2025-10-10,Maharashtra
1541,Pant-Nair,Financial Services,Micro,Mumbai,2024-08-13,Maharashtra
1542,"Uppal, Sura and Sekhon",Pharmacy,SME,Delhi,2024-04-18,Delhi
1543,Raj PLC,Electronics,SME,Kolkata,2024-07-28,West Bengal
1544,Sheth-Dhillon,Grocery,Micro,Bengaluru,2025-09-01,Karnataka
1545,Nazareth Group,Electronics,Micro,Chennai,2025-08-15,Tamil Nadu
1546,"Ravel, Bora and Buch",Pharmacy,Micro,Ranchi,2025-04-23,Jharkhand
1547,Oza and Sons,Utilities/Bill Pay,Micro,Bengaluru,2024-08-21,Karnataka
1548,Nadig-Manne,Fashion & Apparel,Micro,Delhi,2024-01-06,Delhi
1549,"Loke, Rana and Madan",Grocery,Micro,Mumbai,2024-06-27,Maharashtra
1550,Patil-Verma,Fuel,SME,Hyderabad,2024-12-05,Telangana
1551,Sachdev-Ganesh,Financial Services,Micro,Chennai,2025-05-15,Tamil Nadu
1552,Bajaj and Sons,Fashion & Apparel,Micro,Delhi,2025-08-03,Delhi
1553,"Keer, Krishnamurthy and Buch",Utilities/Bill Pay,Micro,Pune,2024-07-27,Maharashtra
1554,Ganesan Group,Food & Dining,SME,Indore,2025-04-14,Madhya Pradesh
1555,Chandran Inc,Food & Dining,Micro,Hyderabad,2025-10-25,Telangana
1556,Bhagat-Bal,Home Services,Micro,Kolkata,2024-03-01,West Bengal
1557,Viswanathan-Chacko,Kirana/Local Store,SME,Kolkata,2024-10-17,West Bengal
1558,Lala PLC,Entertainment,Micro,Hyderabad,2025-05-25,Telangana
1559,Chad Ltd,Utilities/Bill Pay,SME,Bengaluru,2024-12-20,Karnataka
1560,More-Karnik,Utilities/Bill Pay,SME,Jaipur,2024-06-19,Rajasthan
1561,Mander Group,Fashion & Apparel,Micro,Bengaluru,2024-03-24,Karnataka
1562,"Date, Deep and Vyas",Fuel,Micro,Patna,2025-10-18,Bihar
1563,Balakrishnan Inc,Pharmacy,Micro,Ahmedabad,2024-03-12,Gujarat
1564,"Parikh, Nanda and Soni",Electronics,SME,Mumbai,2025-08-26,Maharashtra
1565,Zachariah-Magar,Grocery,Micro,Mumbai,2024-08-12,Maharashtra
1566,"Saxena, Deshmukh and Zacharia",Food & Dining,Micro,Bengaluru,2024-06-06,Karnataka
1567,Shan Ltd,Kirana/Local Store,Micro,Hyderabad,2025-08-04,Telangana
1568,"Saran, Viswanathan and Walla",Home Services,Micro,Delhi,2025-11-28,Delhi
1569,Palan-Subramaniam,Education,Micro,Chandigarh,2024-01-30,Punjab
1570,"Karan, Chakraborty and Sathe",Utilities/Bill Pay,Micro,Mumbai,2025-07-02,Maharashtra
1571,Pau-Sachar,Electronics,SME,Kolkata,2025-10-06,West Bengal
1572,Dugal-Mitter,Pharmacy,Micro,Lucknow,2025-03-30,Uttar Pradesh
1573,Acharya PLC,Electronics,Micro,Hyderabad,2024-03-15,Telangana
1574,Padmanabhan LLC,Grocery,SME,Jaipur,2025-08-19,Rajasthan
1575,Warrior-Anand,Travel & Transport,SME,Bhopal,2025-10-18,Madhya Pradesh
1576,"Swamy, Sood and Mistry",Pharmacy,Micro,Delhi,2024-02-02,Delhi
1577,Sani LLC,Entertainment,SME,Bengaluru,2024-07-30,Karnataka
1578,"Kashyap, Amble and Prakash",Food & Dining,SME,Hyderabad,2024-02-26,Telangana
1579,Sabharwal PLC,Utilities/Bill Pay,SME,Kolkata,2025-08-27,West Bengal
1580,Rana-Krish,Entertainment,Micro,Kolkata,2025-06-09,West Bengal
1581,Ramakrishnan Group,Grocery,Micro,Mumbai,2024-05-17,Maharashtra
1582,Lall Inc,Utilities/Bill Pay,Micro,Patna,2024-03-29,Bihar
1583,Khatri-Varughese,Fuel,Enterprise,Mumbai,2025-06-25,Maharashtra
1584,"Magar, Mane and Wali",Grocery,Micro,Lucknow,2025-05-15,Uttar Pradesh
1585,Sachar-Guha,Entertainment,SME,Delhi,2024-03-18,Delhi
1586,Gopal and Sons,Entertainment,SME,Bengaluru,2024-12-17,Karnataka
1587,Choudhry-Shah,Grocery,Enterprise,Ranchi,2024-09-10,Jharkhand
1588,"Sethi, Magar and Swamy",Electronics,Micro,Pune,2024-04-29,Maharashtra
1589,Nagi Inc,Travel & Transport,Micro,Ahmedabad,2024-09-25,Gujarat
1590,Bawa PLC,Fuel,SME,Jaipur,2024-01-08,Rajasthan
1591,Grewal Inc,Pharmacy,Enterprise,Mumbai,2025-03-07,Maharashtra
1592,Luthra-Dass,Grocery,Micro,Guwahati,2024-08-08,Assam
1593,"Sarma, Anand and Kaul",Home Services,Micro,Mumbai,2024-01-03,Maharashtra
1594,Dora Inc,Electronics,SME,Surat,2024-02-27,Gujarat
1595,Kalla-Oommen,Travel & Transport,SME,Jaipur,2025-06-07,Rajasthan
1596,Muni-Tara,Fuel,Micro,Bengaluru,2024-11-16,Karnataka
1597,Sheth-Balay,Grocery,SME,Ranchi,2025-01-20,Jharkhand
1598,Buch-Dhingra,Financial Services,Micro,Delhi,2025-02-07,Delhi
1599,Lata Group,Kirana/Local Store,SME,Jaipur,2025-03-28,Rajasthan
1600,Singhal and Sons,Grocery,Enterprise,Mumbai,2025-10-23,Maharashtra
1601,Krishna Group,Food & Dining,Micro,Hyderabad,2024-02-15,Telangana
1602,Dara Ltd,Utilities/Bill Pay,Micro,Bhopal,2025-12-13,Madhya Pradesh
1603,Rajan Group,Fashion & Apparel,SME,Patna,2025-02-15,Bihar
1604,Bandi and Sons,Pharmacy,SME,Kochi,2024-04-18,Kerala
1605,Chandra-Verma,Fuel,Enterprise,Bengaluru,2025-08-19,Karnataka
1606,"Joshi, Solanki and Ramachandran",Electronics,Enterprise,Mumbai,2024-01-18,Maharashtra
1607,"Muni, Naidu and Dutt",Grocery,SME,Mumbai,2025-10-16,Maharashtra
1608,"Basak, Verma and Das",Pharmacy,Enterprise,Bengaluru,2024-04-03,Karnataka
1609,Srivastava-Misra,Utilities/Bill Pay,Micro,Bengaluru,2024-12-08,Karnataka
1610,Patel Inc,Grocery,SME,Bengaluru,2025-12-06,Karnataka
1611,"Kamdar, Chowdhury and Keer",Food & Dining,Micro,Mumbai,2025-11-20,Maharashtra
1612,"Saraf, Nair and Aurora",Utilities/Bill Pay,Micro,Chennai,2024-07-01,Tamil Nadu
1613,Majumdar PLC,Food & Dining,Micro,Mumbai,2025-07-02,Maharashtra
1614,Randhawa and Sons,Entertainment,SME,Hyderabad,2024-10-11,Telangana
1615,Basak PLC,Electronics,SME,Mumbai,2024-11-21,Maharashtra
1616,"Soman, Dubey and Prabhu",Food & Dining,SME,Mumbai,2024-05-30,Maharashtra
1617,Kothari and Sons,Food & Dining,SME,Chandigarh,2025-05-27,Punjab
1618,Chand-Nigam,Electronics,Micro,Lucknow,2025-01-22,Uttar Pradesh
1619,"Bhasin, Bhasin and Parekh",Utilities/Bill Pay,Micro,Kolkata,2024-04-21,West Bengal
1620,"Dube, Yadav and Chhabra",Pharmacy,SME,Chennai,2024-07-22,Tamil Nadu
1621,Sura and Sons,Fuel,Micro,Ranchi,2024-03-24,Jharkhand
1622,Palan-Sarna,Utilities/Bill Pay,Micro,Chandigarh,2025-08-23,Punjab
1623,"Hans, Bail and Purohit",Pharmacy,Micro,Pune,2025-04-26,Maharashtra
1624,Desai-Krishna,Travel & Transport,Micro,Delhi,2024-12-16,Delhi
1625,Sundaram Ltd,Grocery,SME,Lucknow,2024-06-13,Uttar Pradesh
1626,Menon-Suri,Electronics,SME,Patna,2024-12-02,Bihar
1627,Grover PLC,Entertainment,SME,Delhi,2024-01-21,Delhi
1628,Naik-Sidhu,Travel & Transport,Micro,Mumbai,2024-04-09,Maharashtra
1629,Dyal-Biswas,Home Services,SME,Mumbai,2024-09-17,Maharashtra
1630,"Dubey, Sengupta and Merchant",Food & Dining,Micro,Ahmedabad,2025-07-14,Gujarat
1631,Peri-Setty,Fashion & Apparel,Micro,Chennai,2025-10-12,Tamil Nadu
1632,Toor Group,Electronics,SME,Coimbatore,2025-10-15,Tamil Nadu
1633,"Goyal, Bahl and Patla",Grocery,SME,Chandigarh,2025-12-17,Punjab
1634,"Khare, Nagi and Bhatnagar",Food & Dining,SME,Hyderabad,2024-04-08,Telangana
1635,"Yohannan, Ram and Gupta",Fuel,Micro,Mumbai,2024-06-04,Maharashtra
1636,"Tank, Dube and Mandal",Entertainment,Micro,Bengaluru,2025-08-08,Karnataka
1637,Rout-Nagy,Grocery,Micro,Surat,2025-10-11,Gujarat
1638,Char PLC,Food & Dining,Micro,Bengaluru,2024-05-07,Karnataka
1639,"Bhavsar, Bassi and Dayal",Fuel,Micro,Mumbai,2025-11-23,Maharashtra
1640,Balay and Sons,Grocery,SME,Delhi,2025-01-19,Delhi
1641,Sunder and Sons,Utilities/Bill Pay,Micro,Lucknow,2024-11-03,Uttar Pradesh
1642,Balay PLC,Education,SME,Jaipur,2025-04-05,Rajasthan
1643,"Rama, Suri and Vora",Travel & Transport,Micro,Pune,2024-11-28,Maharashtra
1644,"Kunda, Bawa and Peri",Utilities/Bill Pay,SME,Pune,2025-03-29,Maharashtra
1645,Bobal Inc,Food & Dining,Micro,Bengaluru,2025-01-05,Karnataka
1646,Swamy Inc,Electronics,Micro,Hyderabad,2024-04-22,Telangana
1647,Bhat-Patel,Utilities/Bill Pay,Enterprise,Hyderabad,2025-04-18,Telangana
1648,"Sagar, Pillay and Bhardwaj",Electronics,Micro,Delhi,2025-03-30,Delhi
1649,"Lata, Wadhwa and Baria",Grocery,SME,Hyderabad,2024-11-17,Telangana
1650,"Bobal, Modi and Brahmbhatt",Food & Dining,Enterprise,Bengaluru,2025-06-13,Karnataka
1651,Venkataraman Inc,Fuel,Micro,Jaipur,2024-04-14,Rajasthan
1652,Kashyap PLC,Pharmacy,SME,Bengaluru,2025-08-12,Karnataka
1653,Gupta-Hans,Utilities/Bill Pay,Micro,Chennai,2025-11-18,Tamil Nadu
1654,"Kothari, Gola and Sagar",Financial Services,Micro,Bhopal,2025-05-09,Madhya Pradesh
1655,"Cherian, Parmar and Shanker",Fashion & Apparel,Micro,Mumbai,2024-06-16,Maharashtra
1656,"Sane, Chawla and Ganesan",Food & Dining,Micro,Bengaluru,2024-04-03,Karnataka
1657,Ratti PLC,Education,SME,Lucknow,2025-09-17,Uttar Pradesh
1658,Dugar-Walla,Home Services,SME,Ahmedabad,2024-05-10,Gujarat
1659,"Savant, Pandey and Murty",Education,Micro,Mumbai,2024-04-20,Maharashtra
1660,"Nair, Prabhu and Sachar",Travel & Transport,Micro,Hyderabad,2024-05-02,Telangana
1661,"Sani, Naik and Khosla",Home Services,Micro,Pune,2024-04-13,Maharashtra
1662,"Kala, Prashad and Kumar",Food & Dining,Enterprise,Hyderabad,2025-12-20,Telangana
1663,Sethi-Sem,Grocery,SME,Ahmedabad,2025-11-08,Gujarat
1664,Acharya-Banerjee,Travel & Transport,Micro,Hyderabad,2024-10-02,Telangana
1665,Babu-Vasa,Education,Micro,Mumbai,2025-10-13,Maharashtra
1666,Mittal Inc,Kirana/Local Store,Micro,Mumbai,2025-07-15,Maharashtra
1667,Kapadia-Kala,Fashion & Apparel,Micro,Lucknow,2025-07-19,Uttar Pradesh
1668,Bains-Majumdar,Utilities/Bill Pay,Micro,Mumbai,2025-02-12,Maharashtra
1669,"Vaidya, Dubey and Chandra",Fuel,SME,Indore,2025-08-27,Madhya Pradesh
1670,Sharma LLC,Food & Dining,SME,Bengaluru,2024-08-15,Karnataka
1671,Devi LLC,Grocery,Micro,Patna,2024-08-12,Bihar
1672,Krish-Kaul,Electronics,Enterprise,Hyderabad,2024-01-06,Telangana
1673,Mital-Chanda,Pharmacy,Micro,Chennai,2025-05-11,Tamil Nadu
1674,"Ratta, Kalla and Brahmbhatt",Fashion & Apparel,Micro,Delhi,2025-10-24,Delhi
1675,"Nair, Subramanian and Ghose",Food & Dining,Micro,Ahmedabad,2025-06-21,Gujarat
1676,Chandran-Mital,Pharmacy,Micro,Bhopal,2025-07-28,Madhya Pradesh
1677,Raj Inc,Food & Dining,SME,Bengaluru,2024-05-17,Karnataka
1678,Natt LLC,Utilities/Bill Pay,Micro,Chandigarh,2025-11-11,Punjab
1679,Saha-Dara,Utilities/Bill Pay,SME,Mumbai,2024-03-12,Maharashtra
1680,Apte Ltd,Grocery,Enterprise,Delhi,2024-12-03,Delhi
1681,"Raja, Bhagat and Mody",Education,Micro,Hyderabad,2024-07-20,Telangana
1682,"Barman, Nagar and Zacharia",Pharmacy,Micro,Bengaluru,2025-03-24,Karnataka
1683,"Doctor, Narain and Thakkar",Pharmacy,Micro,Surat,2025-04-04,Gujarat
1684,"Kant, Dua and Bedi",Kirana/Local Store,Micro,Delhi,2025-07-23,Delhi
1685,"Ramaswamy, Sehgal and Thaman",Grocery,SME,Kolkata,2025-10-01,West Bengal
1686,Kapadia Group,Food & Dining,Micro,Bengaluru,2025-08-05,Karnataka
1687,Ramesh-Divan,Food & Dining,Micro,Chennai,2024-06-18,Tamil Nadu
1688,Nayar Inc,Education,Micro,Hyderabad,2025-01-15,Telangana
1689,Bawa-Rastogi,Pharmacy,Micro,Chennai,2025-01-26,Tamil Nadu
1690,Chada-Rastogi,Utilities/Bill Pay,Micro,Delhi,2024-02-22,Delhi
1691,"Saraf, De and Deshmukh",Food & Dining,Micro,Ahmedabad,2025-03-26,Gujarat
1692,Hora-Sura,Education,Micro,Surat,2024-04-29,Gujarat
1693,Hayre-Viswanathan,Education,Micro,Bengaluru,2024-04-28,Karnataka
1694,Kibe Inc,Fashion & Apparel,SME,Surat,2025-10-29,Gujarat
1695,Sani-Naik,Home Services,Micro,Bengaluru,2024-07-25,Karnataka
1696,"Chakraborty, Chowdhury and Sachdev",Electronics,Micro,Surat,2024-02-27,Gujarat
1697,Pau-Pall,Electronics,Micro,Kolkata,2025-12-14,West Bengal
1698,Nagi LLC,Food & Dining,Micro,Chennai,2024-01-08,Tamil Nadu
1699,"Bajwa, Mody and Gara",Grocery,SME,Delhi,2025-10-02,Delhi
1700,Sathe-Dhingra,Fashion & Apparel,Micro,Bengaluru,2025-07-01,Karnataka
1701,Basu-Kaur,Electronics,Micro,Mumbai,2024-08-20,Maharashtra
1702,Prakash and Sons,Electronics,Micro,Kolkata,2024-01-02,West Bengal
1703,"Chada, Chowdhury and Bhagat",Travel & Transport,SME,Bengaluru,2025-06-13,Karnataka
1704,Divan LLC,Electronics,Micro,Delhi,2024-05-17,Delhi
1705,Oza Ltd,Education,Micro,Delhi,2025-12-12,Delhi
1706,Mody Group,Food & Dining,SME,Indore,2024-06-04,Madhya Pradesh
1707,Bajaj-Narula,Fuel,SME,Chandigarh,2024-02-27,Punjab
1708,Yogi and Sons,Fashion & Apparel,Micro,Kolkata,2025-05-25,West Bengal
1709,Virk LLC,Financial Services,Micro,Pune,2025-04-11,Maharashtra
1710,"Subramanian, Dhaliwal and Badami",Fashion & Apparel,Micro,Guwahati,2024-02-07,Assam
1711,Vyas-Bassi,Travel & Transport,SME,Hyderabad,2025-02-26,Telangana
1712,Garde-Bhasin,Fashion & Apparel,Micro,Coimbatore,2024-04-02,Tamil Nadu
1713,Iyer-Madan,Education,SME,Bhopal,2025-03-12,Madhya Pradesh
1714,Shroff Ltd,Travel & Transport,SME,Delhi,2024-05-15,Delhi
1715,Bhavsar Group,Fuel,Micro,Ahmedabad,2025-12-26,Gujarat
1716,"Madan, Parsa and Chokshi",Utilities/Bill Pay,SME,Coimbatore,2025-04-10,Tamil Nadu
1717,Master Ltd,Grocery,Micro,Bengaluru,2024-08-24,Karnataka
1718,Kashyap-Rai,Education,SME,Hyderabad,2024-06-12,Telangana
1719,"Chaudhary, Mutti and Sundaram",Pharmacy,SME,Hyderabad,2024-11-18,Telangana
1720,"Wali, Chakrabarti and Grewal",Pharmacy,Micro,Delhi,2025-09-12,Delhi
1721,Tella Group,Food & Dining,Micro,Indore,2024-06-24,Madhya Pradesh
1722,"Bains, Baral and Kota",Utilities/Bill Pay,Micro,Lucknow,2024-10-09,Uttar Pradesh
1723,"Mody, Nath and Suri",Education,SME,Hyderabad,2025-03-28,Telangana
1724,Dugar-Badami,Kirana/Local Store,Micro,Kolkata,2024-12-17,West Bengal
1725,Pandey-Pant,Utilities/Bill Pay,Enterprise,Bhopal,2024-08-24,Madhya Pradesh
1726,"Mittal, Keer and Thaker",Kirana/Local Store,Micro,Bengaluru,2024-10-01,Karnataka
1727,Bhatia-Kurian,Fashion & Apparel,Micro,Kolkata,2025-05-20,West Bengal
1728,Balan-Mammen,Grocery,Micro,Bhopal,2024-10-20,Madhya Pradesh
1729,Doshi LLC,Fuel,SME,Ranchi,2024-07-23,Jharkhand
1730,Devan-Chahal,Utilities/Bill Pay,SME,Nagpur,2024-11-27,Maharashtra
1731,"Raja, Verma and Karan",Grocery,SME,Chennai,2024-06-22,Tamil Nadu
1732,Khosla-Dua,Food & Dining,Micro,Mumbai,2024-07-24,Maharashtra
1733,Muni-Narayan,Food & Dining,Enterprise,Indore,2025-11-03,Madhya Pradesh
1734,Deep-Jhaveri,Fuel,Micro,Coimbatore,2024-12-29,Tamil Nadu
1735,"Devi, Jain and Devi",Education,Enterprise,Mumbai,2025-08-16,Maharashtra
1736,Viswanathan-Deshmukh,Home Services,SME,Pune,2024-10-12,Maharashtra
1737,Dhillon-Dugar,Electronics,Micro,Delhi,2025-11-10,Delhi
1738,Bir-Walia,Utilities/Bill Pay,Micro,Bhopal,2024-06-07,Madhya Pradesh
1739,"Dani, Gour and Nadkarni",Electronics,Micro,Delhi,2025-12-27,Delhi
1740,Balan LLC,Utilities/Bill Pay,Micro,Pune,2025-10-05,Maharashtra
1741,Sabharwal-Mitter,Fashion & Apparel,Micro,Kolkata,2024-12-18,West Bengal
1742,Mahal-Doshi,Kirana/Local Store,SME,Guwahati,2024-03-25,Assam
1743,Chhabra and Sons,Financial Services,Micro,Kochi,2024-03-28,Kerala
1744,Bal PLC,Utilities/Bill Pay,Micro,Pune,2024-02-16,Maharashtra
1745,"Loke, Kashyap and Kata",Grocery,Micro,Kolkata,2024-06-13,West Bengal
1746,Bal LLC,Food & Dining,Micro,Mumbai,2024-05-08,Maharashtra
1747,Sood and Sons,Travel & Transport,SME,Mumbai,2024-04-05,Maharashtra
1748,"Singh, Prakash and Gour",Grocery,SME,Mumbai,2024-12-19,Maharashtra
1749,Swamy-Som,Utilities/Bill Pay,Micro,Surat,2025-01-17,Gujarat
1750,Gade and Sons,Utilities/Bill Pay,Micro,Kochi,2024-08-01,Kerala
1751,Bali Group,Pharmacy,Enterprise,Ahmedabad,2025-04-29,Gujarat
1752,Madan Group,Fashion & Apparel,Enterprise,Hyderabad,2025-12-14,Telangana
1753,Jain and Sons,Grocery,Enterprise,Pune,2024-12-20,Maharashtra
