refund_id,transaction_id,refund_amount,refund_date,refund_reason
9969,535994,338.94,2024-01-30 18:15:23,Product Return
9970,536158,1242.1,2024-02-04 08:05:08,Product Return
9971,536161,122.62,2025-06-29 13:40:21,Product Return
9972,536205,253.54,2024-10-25 13:36:18,Order Cancelled
9973,536359,538.94,2025-02-05 17:51:15,Order Cancelled
9974,536368,119.85,2024-05-01 13:47:59,Merchant Error
9975,536378,189.64,2025-12-31 19:52:50,Service Not Rendered
9976,536382,318.27,2025-02-24 04:55:06,Duplicate Payment
9977,536628,114.0,2025-05-30 14:39:43,Order Cancelled
9978,536649,188.0,2025-10-06 10:21:27,Merchant Error
9979,536652,134.32,2025-11-11 08:07:37,Product Return
9980,536663,103.55,2024-03-06 16:03:48,Merchant Error
9981,536684,721.9,2025-05-23 19:10:19,Order Cancelled
9982,536755,556.2,2025-04-27 00:48:53,Product Return
9983,536766,271.52,2024-03-26 13:48:44,Product Return
9984,536871,182.33,2024-02-19 19:55:46,Order Cancelled
9985,536931,156.9,2025-05-29 15:37:51,Order Cancelled
9986,536971,83.21,2025-10-06 09:52:37,Order Cancelled
9987,536983,225.33,2025-12-01 20:28:16,Product Return
9988,537101,239.02,2025-11-11 20:56:17,Merchant Error
9989,537174,86.92,2025-09-05 20:48:23,Duplicate Payment
9990,537245,203.04,2024-05-22 19:48:50,Order Cancelled
9991,537261,228.22,2025-05-01 19:56:31,Order Cancelled
9992,537290,331.28,2024-10-11 18:34:54,Order Cancelled
9993,537401,1293.24,2024-11-14 21:23:26,Merchant Error
9994,537436,114.46,2024-10-21 08:26:40,Order Cancelled
9995,537574,621.17,2025-09-14 14:20:04,Order Cancelled
9996,537583,61.85,2024-08-28 21:51:40,Order Cancelled
9997,537792,209.58,2024-11-08 16:50:29,Order Cancelled
9998,537990,147.38,2024-03-03 06:04:14,Order Cancelled
9999,538079,173.48,2025-02-08 20:14:05,Service Not Rendered
10000,538083,185.99,2025-04-27 12:28:56,Service Not Rendered
10001,538107,261.96,2024-06-25 05:33:25,Order Cancelled
10002,538197,1336.99,2024-08-09 12:34:02,Merchant Error
10003,538216,573.84,2025-12-08 11:13:13,Order Cancelled
10004,538221,376.6,2024-03-06 07:45:16,Merchant Error
10005,538447,90.44,2024-11-30 15:19:13,Order Cancelled
10006,538459,254.78,2024-02-04 23:47:15,Product Return
10007,538528,157.27,2025-12-26 06:49:19,Service Not Rendered
10008,538546,285.32,2025-01-21 22:05:33,Merchant Error
10009,538554,208.99,2024-05-07 21:13:57,Product Return
10010,538587,472.72,2025-09-24 18:19:02,Order Cancelled
10011,538713,119.41,2025-01-27 08:26:39,Service Not Rendered
10012,538761,291.57,2025-07-02 20:07:46,Product Return
10013,538857,462.36,2024-01-12 21:53:01,Merchant Error
10014,538862,151.57,2025-09-11 19:36:07,Merchant Error
10015,538874,301.01,2024-09-29 21:52:38,Duplicate Payment
10016,538876,556.47,2024-08-23 00:58:31,Service Not Rendered
10017,539004,81.2,2025-04-08 21:27:37,Order Cancelled
10018,539010,423.16,2024-07-10 13:44:21,Merchant Error
10019,539013,471.72,2024-05-27 20:59:36,Product Return
10020,539094,308.01,2025-05-15 20:37:02,Order Cancelled
10021,539098,360.46,2025-05-03 10:09:17,Order Cancelled
10022,539111,471.04,2025-02-23 09:02:15,Merchant Error
10023,539117,667.07,2024-07-11 13:28:46,Order Cancelled
10024,539171,882.04,2025-03-05 11:22:04,Duplicate Payment
10025,539226,650.17,2026-01-01 14:46:52,Duplicate Payment
10026,539233,777.8,2025-07-27 11:52:04,Merchant Error
10027,539238,152.31,2025-08-07 19:48:23,Duplicate Payment
10028,539266,162.52,2025-03-05 05:51:41,Merchant Error
10029,539298,574.52,2024-09-03 12:52:56,Product Return
10030,539343,155.93,2025-02-03 10:38:41,Product Return
10031,539390,119.23,2025-06-28 18:10:29,Product Return
10032,539430,92.6,2024-02-16 08:30:48,Order Cancelled
10033,539545,152.19,2024-10-21 20:32:04,Product Return
10034,539551,379.7,2025-05-02 18:20:01,Duplicate Payment
10035,539624,186.72,2024-11-30 20:49:51,Product Return
10036,539650,731.01,2024-09-26 14:05:00,Service Not Rendered
10037,539657,101.73,2024-11-18 13:05:32,Product Return
10038,539678,241.94,2024-06-28 09:33:34,Merchant Error
10039,539688,196.19,2025-08-20 14:13:25,Order Cancelled
10040,539692,428.59,2024-03-08 17:29:22,Merchant Error
10041,539728,196.12,2025-08-24 20:37:29,Product Return
10042,539765,576.73,2024-10-21 19:34:22,Product Return
10043,539938,246.32,2025-09-02 12:30:24,Order Cancelled
10044,539943,492.53,2025-05-14 07:05:45,Product Return
10045,539999,69.72,2024-11-28 21:04:06,Service Not Rendered
10046,540020,254.19,2024-08-08 17:50:59,Order Cancelled
10047,540126,388.55,2025-07-18 12:37:33,Order Cancelled
10048,540147,122.01,2025-12-30 21:47:30,Merchant Error
10049,540243,607.75,2025-05-20 11:14:19,Order Cancelled
10050,540488,268.88,2024-08-19 23:58:50,Order Cancelled
10051,540544,567.39,2025-11-30 11:57:16,Product Return
10052,540619,157.89,2025-07-19 11:56:32,Merchant Error
10053,540625,174.87,2025-10-13 10:06:44,Order Cancelled
10054,540643,237.5,2025-11-22 12:41:15,Duplicate Payment
10055,540848,200.81,2025-06-19 18:14:34,Order Cancelled
10056,540936,194.68,2025-08-12 20:59:30,Product Return
10057,540976,318.15,2025-03-15 14:05:20,Merchant Error
10058,541015,788.61,2025-11-10 20:23:22,Duplicate Payment
10059,541025,536.57,2025-12-26 19:47:48,Product Return
10060,541038,454.61,2025-06-06 09:39:36,Order Cancelled
10061,541093,496.03,2025-08-17 11:27:53,Product Return
10062,541134,287.39,2025-04-22 19:40:31,Order Cancelled
10063,541240,286.39,2024-09-20 14:37:07,Service Not Rendered
10064,541263,672.62,2024-08-15 13:18:31,Duplicate Payment
10065,541423,143.42,2024-11-14 19:01:41,Order Cancelled
10066,541436,621.22,2024-04-11 10:31:17,Product Return
10067,541445,205.12,2025-01-12 18:22:46,Product Return
10068,541466,241.31,2024-06-11 09:18:31,Merchant Error
10069,541483,321.73,2025-08-10 08:04:02,Duplicate Payment
10070,541489,458.62,2025-12-19 13:56:48,Order Cancelled
10071,541492,74.04,2025-03-22 16:06:26,Order Cancelled
10072,541514,260.36,2025-10-06 13:29:22,Merchant Error
10073,541567,191.08,2024-04-09 21:14:11,Product Return
10074,541648,561.72,2025-05-14 22:06:18,Order Cancelled
10075,541654,74.72,2024-07-05 18:57:39,Product Return
10076,541744,149.24,2025-08-21 19:14:29,Merchant Error
10077,541816,118.37,2024-05-17 19:28:45,Product Return
10078,541843,215.38,2025-11-11 21:21:27,Duplicate Payment
10079,541875,208.77,2025-03-07 11:18:29,Order Cancelled
10080,541880,151.0,2024-01-12 14:28:23,Order Cancelled
10081,542036,312.21,2025-10-29 18:27:42,Order Cancelled
10082,542054,356.09,2025-04-28 09:22:57,Merchant Error
10083,542156,254.84,2025-03-30 06:38:41,Duplicate Payment
10084,542390,191.18,2025-11-27 07:08:44,Product Return
10085,542426,498.04,2025-07-21 21:21:39,Duplicate Payment
10086,542438,1083.35,2024-03-24 12:15:06,Product Return
10087,542517,594.91,2025-07-30 23:54:33,Service Not Rendered
10088,542583,266.58,2025-07-20 11:00:34,Order Cancelled
10089,542584,590.11,2025-09-11 22:12:06,Merchant Error
10090,542633,120.27,2025-08-26 19:27:31,Merchant Error
10091,542835,127.82,2024-12-16 20:18:56,Order Cancelled
10092,542969,403.05,2026-01-06 08:36:11,Duplicate Payment
10093,543061,142.96,2025-01-04 08:16:41,Order Cancelled
10094,543147,325.02,2024-05-16 21:52:08,Merchant Error
10095,543183,302.94,2024-10-01 08:50:34,Duplicate Payment
10096,543209,456.34,2025-06-05 11:54:01,Order Cancelled
10097,543250,198.96,2024-11-13 21:34:27,Order Cancelled
10098,543330,220.62,2024-01-29 08:45:49,Merchant Error
10099,543445,117.18,2025-04-16 20:47:48,Duplicate Payment
10100,543525,337.06,2025-09-08 06:30:30,Service Not Rendered
10101,543547,106.41,2025-09-30 11:45:52,Order Cancelled
10102,543585,223.74,2025-11-18 09:05:14,Order Cancelled
10103,543693,241.31,2025-09-23 13:18:00,Merchant Error
10104,543703,566.61,2024-08-30 23:57:01,Merchant Error
10105,543749,517.69,2024-04-23 14:32:53,Product Return
10106,543780,312.98,2025-11-14 20:55:02,Service Not Rendered
10107,543789,321.75,2025-03-23 14:01:06,Product Return
10108,543860,96.59,2025-04-20 06:51:39,Merchant Error
10109,544069,686.87,2025-02-24 20:39:07,Service Not Rendered
10110,544077,216.44,2025-02-10 09:43:01,Merchant Error
10111,544086,279.64,2024-06-20 13:03:50,Product Return
10112,544179,213.23,2025-09-30 13:22:01,Duplicate Payment
10113,544225,714.19,2024-11-08 15:42:23,Merchant Error
10114,544251,156.94,2024-07-14 10:27:48,Order Cancelled
10115,544330,183.37,2025-12-11 19:09:01,Order Cancelled
10116,544371,92.14,2025-05-01 09:05:57,Order Cancelled
10117,544379,253.47,2026-01-02 12:15:22,Order Cancelled
10118,544386,151.46,2024-07-07 09:47:30,Merchant Error
10119,544449,504.06,2024-11-12 13:56:18,Duplicate Payment
10120,544541,179.35,2024-07-21 18:12:20,Order Cancelled
10121,544599,553.83,2024-03-26 13:34:17,Order Cancelled
10122,544648,610.59,2025-12-04 10:41:52,Duplicate Payment
10123,544665,225.0,2025-07-15 18:19:33,Duplicate Payment
10124,544714,113.25,2024-03-01 13:20:45,Merchant Error
10125,544761,457.56,2025-06-12 19:22:10,Service Not Rendered
10126,544766,139.12,2025-05-16 14:04:05,Merchant Error
10127,544815,131.52,2025-06-01 12:45:08,Order Cancelled
10128,544878,104.51,2025-09-07 09:45:24,Order Cancelled
10129,544972,567.55,2025-04-19 03:00:45,Product Return
10130,545002,536.56,2025-10-28 13:02:19,Order Cancelled
10131,545046,143.44,2025-10-15 07:12:23,Merchant Error
10132,545050,851.71,2025-02-02 02:36:59,Product Return
10133,545082,307.43,2025-04-13 15:58:10,Order Cancelled
10134,545280,790.19,2024-03-24 20:31:17,Order Cancelled
10135,545328,352.94,2024-12-14 14:21:12,Product Return
10136,545365,208.74,2025-05-30 18:40:20,Product Return
10137,545399,371.97,2025-03-07 16:39:15,Service Not Rendered
10138,545440,278.35,2025-07-29 22:51:36,Order Cancelled
10139,545446,132.17,2025-11-03 08:38:09,Merchant Error
10140,545451,568.23,2024-05-10 15:13:20,Service Not Rendered
10141,545461,1230.57,2024-03-22 21:24:23,Duplicate Payment
10142,545462,293.61,2025-06-15 13:13:02,Product Return
10143,545482,454.36,2024-10-28 21:29:31,Product Return
10144,545682,373.95,2024-11-13 08:26:26,Order Cancelled
10145,545720,181.32,2024-12-25 23:07:18,Merchant Error
10146,545771,311.91,2024-06-11 12:29:54,Duplicate Payment
10147,545790,625.94,2025-12-25 17:46:17,Order Cancelled
10148,545830,146.59,2025-11-06 22:58:15,Duplicate Payment
10149,545857,718.94,2024-06-29 19:44:43,Service Not Rendered
10150,545890,1044.74,2024-07-28 12:32:07,Order Cancelled
10151,545894,1326.07,2024-01-28 13:45:01,Order Cancelled
10152,545897,177.35,2025-04-08 07:23:21,Order Cancelled
10153,545945,203.41,2025-08-11 21:23:59,Merchant Error
10154,546142,94.29,2025-05-25 12:30:30,Product Return
10155,546159,136.78,2024-02-13 14:49:38,Product Return
10156,546289,342.99,2025-11-03 16:19:23,Product Return
10157,546344,44.61,2024-03-29 12:39:48,Order Cancelled
10158,546440,201.7,2025-11-29 14:14:11,Order Cancelled
10159,546537,1197.42,2024-10-08 07:25:24,Order Cancelled
10160,546541,367.63,2025-03-30 07:19:46,Order Cancelled
10161,546577,165.18,2025-01-10 21:17:21,Product Return
10162,546712,1033.63,2024-06-06 12:26:34,Order Cancelled
10163,546767,336.62,2025-07-15 16:40:04,Merchant Error
10164,546770,147.14,2025-01-12 18:02:36,Merchant Error
10165,546838,141.89,2025-03-28 12:02:14,Order Cancelled
10166,546842,816.23,2024-10-01 12:07:57,Duplicate Payment
10167,546940,172.37,2025-09-30 20:32:11,Order Cancelled
10168,547093,140.94,2025-12-13 13:24:28,Order Cancelled
10169,547130,291.76,2024-06-05 01:52:19,Merchant Error
10170,547195,167.85,2025-01-24 11:14:11,Merchant Error
10171,547333,568.91,2025-12-13 17:18:51,Merchant Error
10172,547375,835.6,2024-06-10 18:30:40,Order Cancelled
10173,547472,552.81,2025-01-02 09:04:10,Order Cancelled
10174,547575,1327.72,2024-01-09 19:43:17,Order Cancelled
10175,547691,631.96,2024-09-06 21:58:04,Product Return
10176,547699,369.03,2025-10-21 15:13:26,Duplicate Payment
10177,547805,411.97,2024-11-28 00:08:06,Order Cancelled
10178,547835,83.46,2025-08-15 14:58:31,Duplicate Payment
10179,547849,311.74,2025-04-06 14:45:03,Duplicate Payment
10180,547934,366.27,2024-12-04 14:42:20,Duplicate Payment
10181,547976,493.82,2025-08-17 20:15:22,Order Cancelled
10182,547978,292.66,2025-08-24 09:13:03,Order Cancelled
10183,548042,192.26,2025-10-02 10:48:16,Product Return
10184,548058,104.8,2024-03-27 19:20:21,Duplicate Payment
10185,548064,37.84,2025-04-01 16:28:11,Product Return
10186,548081,337.26,2025-05-31 11:37:08,Order Cancelled
10187,548088,258.66,2025-04-25 18:48:36,Order Cancelled
10188,548108,47.27,2024-12-07 13:35:04,Merchant Error
10189,548233,103.4,2024-01-31 09:53:40,Order Cancelled
10190,548252,125.31,2024-10-01 19:56:58,Duplicate Payment
10191,548278,198.48,2025-03-19 07:35:11,Product Return
10192,548303,301.09,2024-10-20 18:54:43,Product Return
10193,548365,129.61,2024-09-28 12:17:59,Order Cancelled
10194,548394,178.7,2025-11-12 07:45:18,Duplicate Payment
10195,548436,337.18,2024-04-10 12:02:07,Service Not Rendered
10196,548457,313.51,2024-06-14 18:08:27,Product Return
10197,548630,118.05,2025-12-17 08:33:16,Order Cancelled
10198,548924,114.12,2025-10-13 18:47:50,Merchant Error
10199,548967,535.03,2025-11-01 09:22:44,Order Cancelled
10200,548973,313.81,2024-09-03 19:05:58,Merchant Error
10201,548994,169.6,2024-06-23 15:13:24,Order Cancelled
10202,549194,256.38,2025-09-15 17:29:25,Order Cancelled
10203,549276,317.35,2025-05-05 14:26:05,Service Not Rendered
10204,549349,254.03,2025-06-21 08:08:13,Product Return
10205,549398,277.01,2024-05-25 18:51:48,Product Return
10206,549572,182.99,2025-12-23 20:53:24,Order Cancelled
10207,549657,48.85,2024-10-21 10:07:20,Order Cancelled
10208,549662,186.07,2025-05-04 21:40:59,Order Cancelled
10209,549755,390.49,2024-03-20 08:31:04,Product Return
10210,549787,182.34,2025-06-16 21:17:41,Product Return
10211,549821,879.58,2025-11-04 18:01:30,Product Return
10212,549862,674.35,2025-01-12 20:48:25,Product Return
10213,549906,502.42,2025-05-08 22:09:02,Merchant Error
10214,549917,156.34,2025-09-24 10:22:23,Order Cancelled
10215,549961,398.16,2025-10-13 20:52:15,Merchant Error
10216,549975,87.29,2025-08-19 08:47:16,Duplicate Payment
10217,549988,120.44,2024-12-28 11:43:16,Order Cancelled
10218,550089,417.05,2024-09-28 09:13:29,Merchant Error
10219,550129,866.84,2024-05-29 04:05:24,Service Not Rendered
10220,550169,382.73,2025-09-20 06:56:18,Product Return
10221,550217,82.55,2025-05-25 17:03:14,Product Return
10222,550258,548.6,2025-04-18 01:18:07,Duplicate Payment
10223,550302,183.17,2024-03-03 18:11:56,Order Cancelled
10224,550320,122.71,2024-05-11 08:22:54,Order Cancelled
10225,550431,514.02,2025-08-27 13:09:01,Duplicate Payment
10226,550495,69.05,2024-05-06 16:15:38,Merchant Error
10227,550553,403.56,2025-09-28 19:14:43,Order Cancelled
10228,550582,204.09,2025-02-26 20:36:23,Product Return
10229,550737,135.5,2025-11-17 09:17:27,Order Cancelled
10230,550823,285.39,2025-11-19 07:28:32,Product Return
10231,550876,370.62,2025-12-05 13:29:52,Duplicate Payment
10232,550899,437.08,2024-02-11 14:49:41,Merchant Error
10233,550902,352.55,2024-06-13 04:39:13,Duplicate Payment
10234,550951,243.23,2025-10-27 08:51:55,Order Cancelled
10235,551008,345.84,2024-10-22 21:56:04,Merchant Error
10236,551049,878.72,2025-01-22 14:03:02,Merchant Error
10237,551117,210.73,2024-05-02 12:11:54,Order Cancelled
10238,551159,296.18,2024-07-25 16:52:00,Product Return
10239,551175,315.12,2024-04-24 19:10:27,Order Cancelled
10240,551219,298.36,2024-07-22 20:10:57,Product Return
10241,551270,198.69,2024-02-24 10:42:13,Order Cancelled
10242,551271,175.75,2025-02-13 20:54:20,Order Cancelled
10243,551314,90.91,2025-10-11 20:13:56,Order Cancelled
10244,551352,150.01,2024-07-30 11:41:22,Service Not Rendered
10245,551409,285.55,2024-02-10 16:56:42,Merchant Error
10246,551447,141.69,2024-09-05 21:15:28,Order Cancelled
10247,551453,126.6,2024-11-10 18:28:57,Duplicate Payment
10248,551471,298.65,2025-01-10 14:22:59,Product Return
10249,551493,103.1,2025-08-13 12:05:31,Order Cancelled
10250,551556,258.68,2024-06-25 19:12:34,Merchant Error
10251,551625,656.74,2024-07-06 12:14:10,Service Not Rendered
10252,551653,366.09,2024-10-27 16:44:18,Merchant Error
10253,551722,235.8,2024-02-03 05:03:14,Service Not Rendered
10254,551782,89.09,2025-01-29 19:36:01,Service Not Rendered
10255,551786,304.98,2025-11-12 21:04:02,Service Not Rendered
10256,551838,134.54,2024-11-08 15:36:11,Product Return
10257,551861,377.26,2025-07-08 09:57:14,Product Return
10258,551866,342.36,2025-12-23 19:21:06,Duplicate Payment
10259,551994,140.44,2025-03-26 10:43:18,Product Return
10260,552019,153.57,2024-09-06 14:08:38,Order Cancelled
10261,552051,558.04,2024-05-22 08:22:49,Product Return
10262,552059,79.73,2024-05-19 08:43:59,Order Cancelled
10263,552112,453.32,2024-07-28 20:32:31,Product Return
10264,552147,208.89,2024-10-08 20:15:49,Order Cancelled
10265,552202,418.95,2025-06-01 19:21:12,Product Return
10266,552267,464.64,2024-01-22 12:34:49,Duplicate Payment
10267,552297,34.68,2024-05-22 12:38:25,Order Cancelled
10268,552354,587.94,2025-12-28 19:45:44,Order Cancelled
10269,552365,800.04,2025-01-02 06:19:53,Service Not Rendered
10270,552379,644.75,2024-10-18 15:50:39,Order Cancelled
10271,552400,171.67,2025-03-07 12:48:55,Product Return
10272,552414,326.56,2025-04-19 21:07:30,Order Cancelled
10273,552420,220.84,2024-11-24 07:36:17,Duplicate Payment
10274,552426,337.48,2025-04-10 14:08:38,Duplicate Payment
10275,552488,150.11,2024-11-17 17:12:03,Product Return
10276,552549,219.17,2024-09-06 13:08:29,Duplicate Payment
10277,552574,547.84,2024-04-09 20:05:12,Duplicate Payment
10278,552650,120.99,2024-08-15 20:35:03,Order Cancelled
10279,552681,678.64,2025-04-13 13:33:39,Product Return
10280,552760,165.64,2025-03-27 07:24:03,Order Cancelled
10281,552895,141.15,2025-04-26 08:11:15,Order Cancelled
10282,552954,238.14,2024-02-01 20:37:12,Order Cancelled
10283,552978,66.46,2024-02-25 17:42:52,Order Cancelled
10284,553032,110.11,2024-06-18 19:05:00,Order Cancelled
10285,553115,289.94,2025-03-21 00:15:31,Order Cancelled
10286,553183,360.38,2024-01-07 16:25:26,Order Cancelled
10287,553237,222.31,2024-10-29 08:50:28,Order Cancelled
10288,553306,278.79,2024-07-24 18:03:00,Service Not Rendered
10289,553407,154.49,2025-07-09 21:18:56,Duplicate Payment
10290,553413,158.12,2025-10-05 06:19:27,Product Return
10291,553432,246.84,2025-10-25 21:30:08,Order Cancelled
10292,553433,340.08,2025-05-18 09:55:20,Order Cancelled
10293,553565,244.24,2024-04-07 14:20:18,Order Cancelled
10294,553620,272.38,2025-10-10 17:07:01,Order Cancelled
10295,553711,104.01,2025-04-28 17:16:20,Product Return
10296,553753,585.4,2024-12-18 22:44:54,Product Return
10297,553820,472.6,2024-08-26 19:40:43,Order Cancelled
10298,553993,211.73,2025-02-10 09:55:55,Product Return
10299,554039,217.48,2025-11-18 09:29:28,Duplicate Payment
10300,554043,344.18,2024-11-11 19:12:45,Order Cancelled
10301,554053,174.5,2025-05-27 12:15:59,Duplicate Payment
10302,554072,399.47,2025-01-22 12:55:38,Merchant Error
10303,554138,242.8,2024-02-26 20:56:57,Order Cancelled
10304,554141,470.4,2024-12-19 21:16:55,Order Cancelled
10305,554144,230.49,2024-03-09 18:18:18,Order Cancelled
10306,554184,299.29,2025-11-02 10:34:48,Product Return
10307,554191,165.99,2024-05-21 05:37:13,Merchant Error
10308,554213,140.78,2024-10-25 22:21:28,Service Not Rendered
10309,554248,604.79,2025-08-11 17:24:56,Duplicate Payment
10310,554282,323.18,2024-10-22 11:33:29,Service Not Rendered
10311,554404,255.77,2025-08-10 18:42:17,Product Return
10312,554421,277.11,2024-05-28 14:54:52,Product Return
10313,554494,468.27,2024-06-25 16:28:51,Order Cancelled
10314,554567,214.93,2024-12-13 08:39:37,Order Cancelled
10315,554616,845.83,2024-04-19 07:13:31,Service Not Rendered
10316,554682,218.87,2025-05-31 17:31:46,Product Return
10317,554691,259.04,2024-10-03 20:23:49,Order Cancelled
10318,554705,408.86,2024-01-15 18:50:44,Order Cancelled
10319,554710,868.9,2024-12-26 19:01:50,Order Cancelled
10320,554822,254.19,2025-07-08 18:28:32,Order Cancelled
10321,554831,539.52,2024-10-14 10:31:31,Service Not Rendered
10322,554861,101.56,2024-02-11 07:01:35,Product Return
10323,554897,167.02,2025-07-18 19:48:41,Order Cancelled
10324,554923,372.06,2024-10-14 15:49:33,Order Cancelled
10325,554924,209.08,2024-09-28 21:21:39,Service Not Rendered
10326,554964,493.49,2024-10-22 03:31:54,Order Cancelled
10327,554970,227.17,2024-08-04 08:06:37,Product Return
10328,554987,101.06,2024-04-24 12:32:35,Order Cancelled
10329,555017,221.1,2024-11-22 21:57:32,Order Cancelled
10330,555124,185.92,2025-12-02 22:07:41,Service Not Rendered
10331,555174,442.47,2025-04-24 19:28:11,Product Return
10332,555240,420.05,2025-12-24 12:33:30,Duplicate Payment
10333,555256,1032.81,2024-02-24 14:18:55,Merchant Error
10334,555266,192.32,2024-06-02 21:57:24,Service Not Rendered
10335,555405,299.09,2025-12-02 22:34:59,Order Cancelled
10336,555439,524.61,2025-05-15 19:30:55,Merchant Error
10337,555532,83.37,2025-09-15 12:27:16,Product Return
10338,555539,613.45,2024-12-19 14:59:29,Order Cancelled
10339,555587,130.21,2025-11-07 06:34:55,Order Cancelled
10340,555672,431.89,2025-05-24 19:25:54,Merchant Error
10341,555772,341.04,2025-12-22 20:06:31,Product Return
10342,555901,242.93,2025-08-06 08:24:25,Product Return
10343,555903,122.41,2024-10-28 13:17:49,Product Return
10344,555911,978.28,2025-09-01 08:09:19,Duplicate Payment
10345,555967,312.26,2025-03-16 18:23:42,Order Cancelled
10346,555996,258.7,2024-06-17 11:21:25,Merchant Error
10347,556023,95.72,2025-05-28 14:26:58,Merchant Error
10348,556052,103.09,2025-05-01 08:08:18,Duplicate Payment
10349,556137,224.6,2024-02-27 11:31:25,Order Cancelled
10350,556147,384.56,2025-12-31 20:19:21,Order Cancelled
10351,556332,255.95,2024-04-22 06:58:57,Merchant Error
10352,556400,64.96,2025-03-16 11:23:22,Order Cancelled
10353,556414,785.19,2025-05-01 18:37:32,Order Cancelled
10354,556537,152.16,2024-11-12 15:17:42,Order Cancelled
10355,556549,155.95,2024-12-15 12:41:56,Service Not Rendered
10356,556650,195.8,2024-12-08 14:10:59,Order Cancelled
10357,556715,1227.07,2025-10-18 09:19:57,Service Not Rendered
10358,556795,147.14,2025-04-15 13:25:36,Duplicate Payment
10359,556799,637.65,2025-03-04 17:59:12,Order Cancelled
10360,556813,93.16,2024-12-29 16:14:04,Product Return
10361,556878,417.27,2025-06-15 07:29:20,Product Return
10362,556889,474.6,2025-02-19 10:51:23,Order Cancelled
10363,556890,313.41,2024-10-03 17:38:09,Duplicate Payment
10364,556970,1177.12,2024-07-08 07:19:41,Order Cancelled
10365,556972,303.7,2024-06-18 14:58:42,Duplicate Payment
10366,556979,168.87,2024-02-27 21:11:22,Order Cancelled
10367,557055,690.95,2025-06-02 04:50:48,Order Cancelled
10368,557112,170.25,2024-08-31 07:01:41,Merchant Error
10369,557118,188.83,2024-03-10 21:05:36,Order Cancelled
10370,557170,284.93,2024-11-28 19:37:44,Product Return
10371,557196,302.11,2025-11-04 09:39:16,Merchant Error
10372,557305,122.87,2025-05-29 17:49:05,Order Cancelled
10373,557332,244.73,2024-08-04 11:44:23,Duplicate Payment
10374,557367,567.11,2024-07-28 09:02:38,Product Return
10375,557394,155.97,2025-08-23 08:46:51,Merchant Error
10376,557465,174.16,2025-10-14 13:41:41,Duplicate Payment
10377,557470,315.79,2025-11-04 09:07:04,Order Cancelled
10378,557580,208.62,2025-10-01 14:33:03,Duplicate Payment
10379,557602,104.55,2025-12-03 15:41:10,Merchant Error
10380,557644,278.35,2024-06-01 09:29:09,Merchant Error
10381,557677,393.57,2025-01-06 06:15:31,Order Cancelled
10382,557743,95.41,2024-07-14 20:25:42,Order Cancelled
10383,557770,452.23,2024-10-08 14:22:46,Product Return
10384,557807,175.04,2024-11-07 10:37:59,Product Return
10385,557837,272.0,2024-06-11 14:46:57,Merchant Error
10386,557914,118.65,2025-06-22 15:28:29,Order Cancelled
10387,558079,130.46,2025-01-05 08:39:31,Order Cancelled
10388,558120,51.64,2025-01-21 16:24:21,Product Return
10389,558142,371.04,2024-01-10 22:21:02,Merchant Error
10390,558214,293.27,2024-03-11 22:12:59,Order Cancelled
10391,558256,225.15,2024-09-05 13:49:12,Product Return
10392,558291,142.51,2025-11-03 19:11:04,Duplicate Payment
10393,558396,76.47,2025-05-31 23:09:45,Merchant Error
10394,558419,53.89,2024-04-20 15:47:45,Product Return
10395,558533,233.98,2024-07-20 21:24:27,Order Cancelled
10396,558556,477.84,2024-11-19 20:37:52,Order Cancelled
10397,558558,154.98,2025-04-22 10:37:46,Product Return
10398,558559,208.77,2025-08-05 14:53:03,Merchant Error
10399,558577,716.8,2025-10-24 13:02:15,Order Cancelled
10400,558589,595.98,2024-12-20 18:34:40,Product Return
10401,558643,369.7,2025-12-16 12:21:46,Product Return
10402,558666,1468.39,2024-02-16 21:31:15,Product Return
10403,558780,170.22,2025-10-02 18:03:37,Service Not Rendered
10404,558913,215.94,2024-06-25 15:02:29,Order Cancelled
10405,558966,131.38,2024-08-19 18:16:04,Product Return
10406,558988,183.84,2024-09-16 08:04:33,Duplicate Payment
10407,559067,181.92,2024-07-19 16:48:25,Service Not Rendered
10408,559116,163.99,2024-04-17 19:25:19,Product Return
10409,559287,143.96,2024-04-11 19:10:51,Order Cancelled
10410,559320,518.2,2025-10-20 19:46:02,Product Return
10411,559341,570.65,2024-08-11 11:39:35,Product Return
10412,559433,210.73,2024-09-05 07:21:09,Order Cancelled
10413,559516,419.48,2024-06-08 06:52:38,Order Cancelled
10414,559560,76.46,2025-09-20 08:58:04,Product Return
10415,559564,406.93,2024-11-21 15:31:14,Product Return
10416,559618,108.44,2025-03-14 15:46:16,Product Return
10417,559657,418.12,2025-11-16 22:28:52,Service Not Rendered
10418,559902,151.25,2025-05-02 15:21:23,Service Not Rendered
10419,559939,97.11,2025-09-10 13:25:15,Product Return
10420,559946,162.89,2025-09-15 15:58:03,Service Not Rendered
10421,559980,391.54,2024-11-16 13:35:53,Duplicate Payment
10422,560020,174.69,2025-03-21 18:37:35,Product Return
10423,560036,90.03,2026-01-01 10:21:35,Duplicate Payment
10424,560079,127.34,2024-08-30 08:30:47,Service Not Rendered
10425,560168,64.92,2025-08-25 06:03:21,Product Return
10426,560281,319.9,2024-06-02 07:49:59,Product Return
10427,560456,334.36,2025-06-07 22:42:38,Merchant Error
10428,560503,391.22,2024-05-25 12:29:32,Product Return
