device_id,user_id,device_type,primary_network
13734,11554,Android,4G
13735,11555,iOS,3G
13736,11556,Android,5G
13737,11557,iOS,4G
13738,11557,Android,4G
13739,11558,iOS,4G
13740,11559,Android,WiFi
13741,11560,Android,4G
13742,11561,Android,WiFi
13743,11562,Android,WiFi
13744,11562,Android,5G
13745,11563,Android,4G
13746,11564,Android,4G
13747,11565,iOS,WiFi
13748,11566,Android,4G
13749,11567,Android,4G
13750,11568,Android,4G
13751,11569,Android,5G
13752,11569,Android,4G
13753,11570,Android,WiFi
13754,11571,Android,5G
13755,11572,Android,WiFi
13756,11572,Android,5G
13757,11573,Android,4G
13758,11574,iOS,4G
13759,11575,Android,5G
13760,11576,Android,5G
13761,11577,Android,WiFi
13762,11578,iOS,4G
13763,11579,Android,4G
13764,11579,Android,3G
13765,11580,Android,4G
13766,11581,Android,4G
13767,11581,Android,4G
13768,11582,Android,4G
13769,11583,Android,4G
13770,11584,iOS,WiFi
13771,11585,Android,WiFi
13772,11585,Android,5G
13773,11586,iOS,WiFi
13774,11587,Android,4G
13775,11588,Android,4G
13776,11589,Android,4G
13777,11590,iOS,4G
13778,11591,iOS,5G
13779,11592,Android,4G
13780,11593,iOS,5G
13781,11594,Android,5G
13782,11595,Android,5G
13783,11596,Android,4G
13784,11597,Web,WiFi
13785,11598,Android,5G
13786,11599,Android,4G
13787,11600,Android,4G
13788,11601,Android,WiFi
13789,11602,Android,4G
13790,11602,iOS,4G
13791,11603,Android,WiFi
13792,11604,Android,WiFi
13793,11605,Android,5G
13794,11606,Android,4G
13795,11606,Android,4G
13796,11607,Android,4G
13797,11608,Android,4G
13798,11609,Android,5G
13799,11610,Android,WiFi
13800,11611,Android,4G
13801,11612,Android,4G
13802,11613,Android,WiFi
13803,11614,Android,4G
13804,11615,Android,4G
13805,11615,iOS,4G
13806,11616,Android,5G
13807,11617,Android,5G
13808,11618,Android,5G
13809,11619,Android,4G
13810,11619,Android,4G
13811,11620,Android,4G
13812,11621,iOS,4G
13813,11622,Android,4G
13814,11623,Android,5G
13815,11624,Android,WiFi
13816,11625,Android,4G
13817,11626,iOS,5G
13818,11627,Android,4G
13819,11628,Android,4G
13820,11628,Android,4G
13821,11629,Android,5G
13822,11630,iOS,5G
13823,11631,iOS,4G
13824,11632,Android,3G
13825,11633,Android,4G
13826,11634,Android,5G
13827,11634,Android,4G
13828,11635,Android,WiFi
13829,11636,Android,4G
13830,11637,iOS,WiFi
13831,11638,Android,4G
13832,11639,Android,4G
13833,11640,Android,4G
13834,11641,Android,5G
13835,11641,Android,WiFi
13836,11642,Android,4G
13837,11643,iOS,5G
13838,11644,iOS,4G
13839,11645,Android,4G
13840,11646,Android,4G
13841,11646,Android,4G
13842,11647,Android,5G
13843,11648,Android,4G
13844,11649,Android,5G
13845,11650,iOS,5G
13846,11651,Android,5G
13847,11652,Android,5G
13848,11652,Android,4G
13849,11653,Android,4G
13850,11654,iOS,4G
13851,11655,Android,4G
13852,11656,Android,4G
13853,11657,Android,WiFi
13854,11658,Android,3G
13855,11659,Android,5G
13856,11660,Android,4G
13857,11661,Web,5G
13858,11661,Android,4G
13859,11662,Android,4G
13860,11663,iOS,5G
13861,11664,Android,4G
13862,11664,Android,4G
13863,11665,Android,4G
13864,11665,Android,5G
13865,11666,Web,WiFi
13866,11666,Android,4G
13867,11667,Android,WiFi
13868,11668,Android,5G
13869,11669,iOS,WiFi
13870,11670,iOS,4G
13871,11671,Android,5G
13872,11672,Android,5G
13873,11673,iOS,WiFi
13874,11674,Web,4G
13875,11675,Android,4G
13876,11676,Android,4G
13877,11676,Android,WiFi
13878,11677,Android,4G
13879,11678,Android,4G
13880,11679,iOS,4G
13881,11680,Android,5G
13882,11681,iOS,5G
13883,11682,Android,4G
13884,11683,Android,4G
13885,11684,Android,4G
13886,11685,iOS,4G
13887,11686,Android,5G
13888,11687,Android,4G
13889,11688,Android,WiFi
13890,11689,Android,WiFi
13891,11689,Android,5G
13892,11690,Android,5G
13893,11691,Android,4G
13894,11692,Android,5G
13895,11693,iOS,5G
13896,11694,Android,WiFi
13897,11695,Android,4G
13898,11696,Android,WiFi
13899,11696,Android,5G
13900,11697,Android,4G
13901,11698,Android,5G
13902,11699,iOS,WiFi
13903,11700,Android,5G
13904,11701,iOS,4G
13905,11701,Android,4G
13906,11702,iOS,5G
13907,11703,Android,5G
13908,11704,Android,WiFi
13909,11705,iOS,4G
13910,11705,Android,3G
13911,11706,Android,4G
13912,11707,Android,5G
13913,11708,Android,WiFi
13914,11708,Android,4G
13915,11709,iOS,WiFi
13916,11710,Android,WiFi
13917,11711,Android,4G
13918,11712,Android,4G
13919,11713,iOS,5G
13920,11714,Android,4G
13921,11715,Android,WiFi
13922,11716,Android,4G
13923,11717,Android,4G
13924,11717,Android,5G
13925,11718,Android,5G
13926,11718,Android,WiFi
13927,11719,Android,WiFi
13928,11720,Android,4G
13929,11720,iOS,4G
13930,11721,Android,4G
13931,11722,iOS,5G
13932,11722,iOS,4G
13933,11723,Android,4G
13934,11724,Android,5G
13935,11725,Android,5G
13936,11726,iOS,5G
13937,11727,Android,5G
13938,11728,iOS,4G
13939,11728,Android,4G
13940,11729,Android,WiFi
13941,11730,Android,4G
13942,11731,Android,5G
13943,11732,iOS,5G
13944,11733,Android,4G
13945,11734,Android,4G
13946,11735,Android,4G
13947,11736,Android,4G
13948,11736,Android,5G
13949,11737,iOS,4G
13950,11737,Android,5G
13951,11738,Android,WiFi
13952,11739,Android,4G
13953,11740,iOS,WiFi
13954,11740,Android,5G
13955,11741,Android,4G
13956,11742,Android,4G
13957,11743,Android,4G
13958,11744,Android,4G
13959,11745,Android,WiFi
13960,11746,Android,WiFi
13961,11747,Android,WiFi
13962,11748,iOS,5G
13963,11748,Android,WiFi
13964,11749,Android,4G
13965,11750,Web,4G
13966,11751,Android,4G
13967,11752,Android,4G
13968,11753,Android,4G
13969,11754,Android,WiFi
13970,11755,Android,WiFi
13971,11756,Android,5G
13972,11757,Android,5G
13973,11758,Android,4G
13974,11759,Android,WiFi
13975,11760,Android,4G
13976,11761,Android,4G
13977,11762,Android,4G
13978,11762,Android,4G
13979,11763,iOS,5G
13980,11763,Android,5G
13981,11764,Android,5G
13982,11765,Android,5G
13983,11766,iOS,4G
13984,11767,Android,4G
13985,11768,Android,5G
13986,11769,Android,4G
13987,11770,Android,4G
13988,11771,Android,4G
13989,11771,iOS,4G
13990,11772,Android,5G
13991,11773,Android,4G
13992,11774,iOS,4G
13993,11774,Android,5G
13994,11775,Android,4G
13995,11776,Android,4G
13996,11777,Android,4G
13997,11778,Android,3G
13998,11778,iOS,5G
13999,11779,Android,4G
14000,11780,Android,WiFi
14001,11781,iOS,4G
14002,11782,iOS,WiFi
14003,11783,Android,4G
14004,11783,Android,4G
14005,11784,Web,5G
14006,11785,Android,3G
14007,11786,Android,4G
14008,11787,Android,4G
14009,11788,Android,4G
14010,11789,Android,4G
14011,11789,Android,5G
14012,11790,Android,WiFi
14013,11791,Android,4G
14014,11792,Android,WiFi
14015,11793,Android,5G
14016,11793,Android,5G
14017,11794,iOS,5G
14018,11794,iOS,WiFi
14019,11795,iOS,4G
14020,11796,iOS,WiFi
14021,11797,Android,5G
14022,11798,Android,WiFi
14023,11799,iOS,WiFi
14024,11800,Android,5G
14025,11801,Android,4G
14026,11802,iOS,5G
14027,11803,Android,4G
14028,11804,Android,4G
14029,11805,Android,4G
14030,11805,Android,4G
14031,11806,Android,5G
14032,11806,Android,5G
14033,11807,iOS,5G
14034,11807,Android,3G
14035,11808,iOS,4G
14036,11809,Android,5G
14037,11810,Android,5G
14038,11811,Android,WiFi
14039,11812,iOS,WiFi
14040,11812,Android,5G
14041,11813,iOS,5G
14042,11814,Android,4G
14043,11815,Android,5G
14044,11816,Android,WiFi
14045,11816,Android,4G
14046,11817,Android,5G
14047,11818,iOS,4G
14048,11819,Android,5G
14049,11820,Android,4G
14050,11821,Android,5G
14051,11822,Android,5G
14052,11823,iOS,WiFi
14053,11824,Android,4G
14054,11825,iOS,5G
14055,11825,iOS,WiFi
14056,11826,iOS,4G
14057,11827,Android,WiFi
14058,11828,Android,4G
14059,11829,Android,4G
14060,11830,Android,4G
14061,11831,Android,5G
14062,11832,iOS,4G
14063,11832,Android,4G
14064,11833,iOS,4G
14065,11833,Android,5G
14066,11834,Android,5G
14067,11835,Android,5G
14068,11836,Android,4G
14069,11837,Android,5G
14070,11838,Android,WiFi
14071,11839,Web,5G
14072,11840,Android,5G
14073,11841,Android,5G
14074,11842,Android,WiFi
14075,11843,Android,WiFi
14076,11843,Android,4G
14077,11844,Android,5G
14078,11845,Android,WiFi
14079,11845,Android,4G
14080,11846,Android,4G
14081,11846,Android,4G
14082,11847,iOS,5G
14083,11848,Android,5G
14084,11849,Android,WiFi
14085,11850,Android,WiFi
14086,11850,Android,WiFi
14087,11851,iOS,4G
14088,11852,Android,4G
14089,11853,Android,5G
14090,11854,Android,4G
14091,11855,Android,WiFi
14092,11856,Android,5G
14093,11857,Android,4G
14094,11858,Android,5G
14095,11859,Android,WiFi
14096,11860,Android,5G
14097,11861,Android,4G
14098,11862,Android,5G
14099,11863,Android,4G
14100,11864,iOS,WiFi
14101,11865,Android,5G
14102,11866,Android,WiFi
14103,11867,Android,5G
14104,11868,Android,4G
14105,11869,Android,5G
14106,11870,Android,4G
14107,11870,iOS,4G
14108,11871,Android,WiFi
14109,11872,Android,4G
14110,11873,iOS,4G
14111,11874,iOS,5G
14112,11875,Android,5G
14113,11875,Android,5G
14114,11876,Android,5G
14115,11876,Android,4G
14116,11877,Android,WiFi
14117,11878,Android,4G
14118,11879,iOS,4G
14119,11880,Android,4G
14120,11881,Android,5G
14121,11882,Android,4G
14122,11883,Android,5G
14123,11883,Android,5G
14124,11884,Android,WiFi
14125,11884,Android,WiFi
14126,11885,Android,5G
14127,11886,Android,4G
14128,11887,Android,WiFi
14129,11888,Android,5G
14130,11888,Android,4G
14131,11889,Android,WiFi
14132,11889,Android,4G
14133,11890,Android,5G
14134,11891,Android,5G
14135,11892,Android,5G
14136,11893,iOS,4G
14137,11894,Android,5G
14138,11895,Android,5G
14139,11896,Android,4G
14140,11897,Android,4G
14141,11898,Android,5G
14142,11899,Android,5G
14143,11899,Android,5G
14144,11900,Android,5G
14145,11901,Android,4G
14146,11901,Web,5G
14147,11902,iOS,5G
14148,11903,Android,5G
14149,11904,Android,4G
14150,11904,iOS,5G
14151,11905,Android,4G
14152,11906,Android,5G
14153,11907,iOS,4G
14154,11908,Android,5G
14155,11909,Android,4G
14156,11910,Android,5G
14157,11911,Android,5G
14158,11912,Android,4G
14159,11912,Android,WiFi
14160,11913,Android,5G
14161,11914,Android,4G
14162,11915,Android,4G
14163,11916,Android,4G
14164,11917,iOS,4G
14165,11918,Android,5G
14166,11919,iOS,3G
14167,11920,Android,5G
14168,11921,iOS,5G
14169,11922,iOS,5G
14170,11923,Web,WiFi
14171,11923,iOS,5G
14172,11924,Android,WiFi
14173,11925,Android,4G
14174,11925,Android,4G
14175,11926,iOS,WiFi
14176,11927,Android,4G
14177,11928,iOS,5G
14178,11929,Android,4G
14179,11930,Web,4G
14180,11931,Android,5G
14181,11932,Android,5G
14182,11932,Android,WiFi
14183,11933,Android,WiFi
14184,11934,Android,4G
14185,11935,Android,4G
14186,11935,Android,4G
14187,11936,Android,4G
14188,11937,iOS,5G
14189,11938,Android,WiFi
14190,11939,Android,4G
14191,11940,Android,4G
14192,11941,Android,5G
14193,11941,Android,WiFi
14194,11942,Android,5G
14195,11943,iOS,5G
14196,11944,iOS,4G
14197,11945,Android,4G
14198,11946,Android,5G
14199,11947,iOS,WiFi
14200,11948,Android,4G
14201,11949,Android,4G
14202,11949,Android,WiFi
14203,11950,iOS,4G
14204,11951,Web,WiFi
14205,11951,Android,WiFi
14206,11952,Android,5G
14207,11952,iOS,4G
14208,11953,Android,4G
14209,11953,Android,WiFi
14210,11954,Android,WiFi
14211,11955,iOS,5G
14212,11955,iOS,5G
14213,11956,Android,5G
14214,11957,Android,5G
14215,11958,Android,WiFi
14216,11959,Android,4G
14217,11960,iOS,4G
14218,11961,Android,4G
14219,11962,Android,WiFi
14220,11963,Android,4G
14221,11964,Android,4G
14222,11965,Android,WiFi
14223,11966,Android,5G
14224,11966,Android,4G
14225,11967,Android,4G
14226,11968,Android,3G
14227,11969,Android,4G
14228,11970,Android,WiFi
14229,11971,Android,WiFi
14230,11972,Android,WiFi
14231,11972,Android,4G
14232,11973,Android,5G
14233,11974,Android,5G
14234,11975,iOS,4G
14235,11975,Android,5G
14236,11976,Android,5G
14237,11977,Android,4G
14238,11978,Android,4G
14239,11978,Android,WiFi
14240,11979,Android,4G
14241,11980,Android,4G
14242,11981,iOS,4G
14243,11982,Android,WiFi
14244,11982,Android,4G
14245,11983,Android,5G
14246,11984,iOS,4G
14247,11985,Android,WiFi
14248,11985,Android,4G
14249,11986,Android,4G
14250,11987,iOS,5G
14251,11988,Android,5G
14252,11989,iOS,4G
14253,11990,Android,4G
14254,11991,iOS,4G
14255,11991,Android,5G
14256,11992,Android,5G
14257,11993,iOS,5G
14258,11994,Android,4G
14259,11995,Android,4G
14260,11996,Android,3G
14261,11997,Android,4G
14262,11998,Android,5G
14263,11998,Android,4G
14264,11999,Android,4G
14265,12000,Android,4G
14266,12001,Android,4G
14267,12002,Android,4G
14268,12003,Android,4G
14269,12004,iOS,5G
14270,12005,Android,5G
14271,12006,iOS,WiFi
14272,12007,Android,4G
14273,12008,Android,5G
14274,12009,Android,WiFi
14275,12009,Android,5G
14276,12010,Web,5G
14277,12010,Android,4G
14278,12011,iOS,5G
14279,12012,Android,5G
14280,12012,Android,4G
14281,12013,Android,5G
14282,12014,iOS,4G
14283,12015,Android,WiFi
14284,12016,Android,WiFi
14285,12017,Android,5G
14286,12018,Android,5G
14287,12019,Android,4G
14288,12020,Android,WiFi
14289,12021,iOS,4G
14290,12022,Android,WiFi
14291,12023,Android,5G
14292,12024,Android,5G
14293,12024,iOS,WiFi
14294,12025,Android,4G
14295,12026,Android,4G
14296,12027,iOS,4G
14297,12028,Android,5G
14298,12029,Android,5G
14299,12030,Android,WiFi
14300,12031,Web,5G
14301,12032,Android,5G
14302,12033,Android,4G
14303,12034,Android,4G
14304,12035,Android,5G
14305,12036,Web,4G
14306,12036,Android,WiFi
14307,12037,Web,3G
14308,12037,Web,WiFi
14309,12038,Android,5G
14310,12039,Android,4G
14311,12040,Android,WiFi
14312,12040,Android,4G
14313,12041,iOS,4G
14314,12042,iOS,5G
14315,12043,Android,WiFi
14316,12044,iOS,WiFi
14317,12045,Android,4G
14318,12046,Android,5G
14319,12047,Android,4G
14320,12048,iOS,4G
14321,12049,Android,WiFi
14322,12050,Android,4G
14323,12051,Android,3G
14324,12052,Android,WiFi
14325,12053,Android,3G
14326,12054,Android,WiFi
14327,12055,Android,4G
14328,12056,Android,WiFi
14329,12056,Android,4G
14330,12057,Android,4G
14331,12058,Android,WiFi
14332,12059,Android,5G
14333,12059,Android,5G
14334,12060,Android,4G
14335,12060,Android,WiFi
14336,12061,Android,4G
14337,12061,Android,4G
14338,12062,iOS,WiFi
14339,12063,Android,5G
14340,12064,Android,5G
14341,12064,Android,WiFi
14342,12065,Android,4G
14343,12066,Web,4G
14344,12067,Android,4G
14345,12068,Android,5G
14346,12069,Android,3G
14347,12070,Web,WiFi
14348,12071,Android,4G
14349,12072,Android,4G
14350,12072,iOS,WiFi
14351,12073,iOS,3G
14352,12074,Android,5G
14353,12075,Android,4G
14354,12076,Android,5G
14355,12076,Android,3G
14356,12077,Android,3G
14357,12078,Android,4G
14358,12079,iOS,WiFi
14359,12080,iOS,WiFi
14360,12081,iOS,4G
14361,12082,Android,WiFi
14362,12083,Android,WiFi
14363,12083,Android,WiFi
14364,12084,Web,4G
14365,12085,Android,5G
14366,12086,iOS,4G
14367,12087,iOS,WiFi
14368,12087,Android,5G
14369,12088,Web,4G
14370,12089,Android,4G
14371,12090,Android,4G
14372,12091,Android,4G
14373,12092,Android,3G
14374,12093,Android,WiFi
14375,12094,Android,4G
14376,12094,Android,5G
14377,12095,Android,5G
14378,12096,Android,WiFi
14379,12097,iOS,5G
14380,12097,iOS,WiFi
14381,12098,Android,4G
14382,12099,Android,5G
14383,12100,Android,WiFi
14384,12101,iOS,4G
14385,12102,Android,WiFi
14386,12103,Android,4G
14387,12104,Android,5G
14388,12105,Android,5G
14389,12106,Android,5G
14390,12107,Android,5G
14391,12108,iOS,4G
14392,12109,iOS,5G
14393,12109,Web,4G
14394,12110,Android,5G
14395,12111,iOS,5G
14396,12112,Android,4G
14397,12112,iOS,4G
14398,12113,Android,WiFi
14399,12114,Android,WiFi
14400,12114,Android,4G
14401,12115,Android,5G
14402,12115,Android,4G
14403,12116,iOS,WiFi
14404,12117,iOS,4G
14405,12118,Android,4G
14406,12119,Web,4G
14407,12120,Android,4G
14408,12121,Android,5G
14409,12121,Android,5G
14410,12122,Android,4G
14411,12123,Android,WiFi
14412,12123,Android,WiFi
14413,12124,Android,WiFi
14414,12125,iOS,4G
14415,12125,iOS,4G
14416,12126,Web,5G
14417,12127,Android,4G
14418,12127,Android,4G
14419,12128,Android,5G
14420,12128,Android,5G
14421,12129,Web,4G
14422,12130,Android,5G
14423,12131,Android,4G
14424,12132,Android,4G
14425,12133,Android,4G
14426,12134,Android,4G
14427,12135,Android,WiFi
14428,12136,iOS,5G
14429,12137,Android,5G
14430,12138,Android,5G
14431,12139,Android,4G
14432,12140,iOS,4G
14433,12141,Android,WiFi
14434,12142,Android,4G
14435,12143,Android,5G
14436,12144,Android,5G
14437,12145,Android,4G
14438,12145,iOS,5G
14439,12146,iOS,4G
14440,12146,Android,5G
14441,12147,Android,5G
14442,12148,iOS,5G
14443,12148,Android,4G
14444,12149,Android,WiFi
14445,12149,Android,WiFi
14446,12150,Android,5G
14447,12151,Android,WiFi
14448,12152,Android,5G
14449,12153,Android,4G
14450,12154,Android,5G
14451,12155,Android,5G
14452,12156,iOS,4G
14453,12157,Android,4G
14454,12158,Android,4G
14455,12159,Android,4G
14456,12160,iOS,4G
14457,12160,Android,WiFi
14458,12161,iOS,5G
14459,12162,Android,WiFi
14460,12163,Android,4G
14461,12164,Android,4G
14462,12165,Android,5G
14463,12166,Android,4G
14464,12167,Android,4G
14465,12168,Android,5G
14466,12169,Android,5G
14467,12169,Android,4G
14468,12170,Android,5G
14469,12171,Android,5G
14470,12171,Android,4G
14471,12172,iOS,4G
14472,12173,iOS,4G
14473,12174,Web,5G
14474,12175,Android,5G
14475,12176,Android,4G
14476,12176,Web,4G
14477,12177,Android,5G
14478,12178,Android,WiFi
14479,12179,Android,4G
14480,12180,Android,5G
14481,12181,Android,WiFi
14482,12182,iOS,5G
14483,12183,Web,5G
14484,12184,Android,4G
14485,12184,Web,5G
14486,12185,Android,4G
14487,12186,iOS,4G
14488,12187,Android,4G
14489,12188,Android,4G
14490,12189,iOS,4G
14491,12190,Android,4G
14492,12191,Android,4G
14493,12192,Android,4G
14494,12192,Android,4G
14495,12193,Android,5G
14496,12194,Web,4G
14497,12195,Android,3G
14498,12195,Android,4G
14499,12196,iOS,WiFi
14500,12197,Android,5G
14501,12197,Android,5G
14502,12198,Android,4G
14503,12199,Android,4G
14504,12200,Android,5G
14505,12201,Android,5G
14506,12202,Android,5G
14507,12203,Android,4G
14508,12204,Android,5G
14509,12205,iOS,4G
14510,12206,Web,5G
14511,12207,Android,4G
14512,12208,Android,5G
14513,12208,Android,5G
14514,12209,iOS,WiFi
14515,12209,Android,WiFi
14516,12210,iOS,4G
14517,12211,iOS,4G
14518,12212,Android,4G
14519,12213,Android,4G
14520,12214,Android,5G
14521,12214,Android,4G
14522,12215,Android,5G
14523,12216,Android,5G
14524,12217,Android,WiFi
14525,12218,iOS,4G
14526,12219,Android,WiFi
14527,12220,Android,4G
14528,12221,Android,4G
14529,12222,Android,4G
14530,12222,Android,WiFi
14531,12223,Android,5G
14532,12224,Android,5G
14533,12225,Android,4G
14534,12226,Android,5G
14535,12227,Android,4G
14536,12228,Android,5G
14537,12228,iOS,5G
14538,12229,Android,5G
14539,12230,Android,4G
14540,12231,Android,4G
14541,12232,iOS,4G
14542,12232,Android,WiFi
14543,12233,Android,4G
14544,12234,Android,5G
14545,12235,Android,WiFi
14546,12236,Web,WiFi
14547,12237,Android,5G
14548,12238,Android,WiFi
14549,12239,Android,5G
14550,12239,Android,WiFi
14551,12240,iOS,WiFi
14552,12241,Android,4G
14553,12242,Android,WiFi
14554,12243,Android,5G
14555,12244,Android,3G
14556,12245,Android,WiFi
14557,12246,Android,WiFi
14558,12246,Android,4G
14559,12247,Android,5G
14560,12248,Android,WiFi
14561,12249,Web,4G
14562,12250,Android,5G
14563,12251,Android,WiFi
14564,12252,iOS,5G
14565,12252,Android,4G
14566,12253,Android,5G
14567,12253,iOS,4G
14568,12254,Android,5G
14569,12255,Android,5G
14570,12256,iOS,5G
14571,12257,Android,WiFi
14572,12258,iOS,4G
14573,12259,iOS,WiFi
14574,12260,iOS,5G
14575,12261,Android,5G
14576,12262,Android,4G
14577,12263,Web,4G
14578,12264,Android,3G
14579,12265,Android,WiFi
14580,12266,Web,4G
14581,12267,Android,3G
14582,12268,iOS,WiFi
14583,12268,Android,5G
14584,12269,iOS,4G
14585,12270,Android,5G
14586,12270,Android,4G
14587,12271,Android,4G
14588,12272,Android,4G
14589,12273,Android,WiFi
14590,12274,Android,4G
14591,12275,Android,3G
14592,12276,iOS,4G
14593,12277,Android,4G
14594,12277,iOS,WiFi
14595,12278,Android,4G
14596,12279,Android,4G
14597,12280,iOS,4G
14598,12281,Android,5G
14599,12281,Android,4G
14600,12282,Android,4G
14601,12283,iOS,3G
14602,12284,Android,5G
14603,12285,Android,4G
14604,12286,Android,WiFi
14605,12286,iOS,5G
14606,12287,Android,4G
14607,12288,iOS,4G
14608,12289,iOS,5G
14609,12290,Android,4G
14610,12291,iOS,4G
14611,12292,Android,WiFi
14612,12293,Android,4G
14613,12294,Android,5G
14614,12294,Android,5G
14615,12295,iOS,4G
14616,12296,Android,4G
14617,12297,Android,4G
14618,12298,iOS,4G
14619,12298,Android,5G
14620,12299,iOS,4G
14621,12300,Android,5G
14622,12300,Android,WiFi
14623,12301,iOS,4G
14624,12302,iOS,4G
14625,12303,Android,4G
14626,12304,Android,4G
14627,12305,Android,WiFi
14628,12306,Android,4G
14629,12307,Android,4G
14630,12307,Android,3G
14631,12308,Android,WiFi
14632,12308,Android,5G
14633,12309,iOS,4G
14634,12310,Android,WiFi
14635,12311,Android,5G
14636,12312,Android,4G
14637,12313,Web,4G
14638,12313,Android,3G
14639,12314,Android,4G
14640,12315,Android,WiFi
14641,12315,iOS,WiFi
14642,12316,Android,WiFi
14643,12317,Android,4G
14644,12318,iOS,4G
14645,12318,Android,WiFi
14646,12319,iOS,4G
14647,12320,Android,5G
14648,12321,Android,WiFi
14649,12322,Android,WiFi
14650,12323,Android,4G
14651,12324,Android,WiFi
14652,12324,iOS,4G
14653,12325,Android,4G
14654,12326,Android,5G
14655,12326,Android,3G
14656,12327,Android,4G
14657,12327,iOS,4G
14658,12328,Android,4G
14659,12329,Web,4G
14660,12329,Android,WiFi
14661,12330,Android,4G
14662,12330,iOS,4G
14663,12331,Android,4G
14664,12332,Android,5G
14665,12333,iOS,5G
14666,12334,Android,5G
14667,12335,iOS,4G
14668,12336,Android,4G
14669,12337,Android,WiFi
14670,12338,Android,5G
14671,12339,Android,4G
14672,12340,iOS,4G
14673,12341,iOS,5G
14674,12341,Android,WiFi
14675,12342,Android,5G
14676,12343,Android,WiFi
14677,12343,iOS,4G
14678,12344,iOS,WiFi
14679,12345,Android,4G
14680,12346,iOS,5G
14681,12347,iOS,4G
14682,12348,Android,4G
14683,12349,Android,4G
14684,12350,iOS,5G
14685,12351,Android,WiFi
14686,12352,iOS,WiFi
14687,12353,iOS,5G
14688,12354,iOS,4G
14689,12354,Android,5G
14690,12355,Android,WiFi
14691,12356,Android,5G
14692,12357,Android,WiFi
14693,12358,iOS,4G
14694,12359,Android,4G
14695,12360,Android,4G
14696,12361,iOS,WiFi
14697,12362,iOS,5G
14698,12363,Web,4G
14699,12364,iOS,5G
14700,12365,Android,4G
14701,12366,Android,4G
14702,12367,Android,5G
14703,12368,Android,3G
14704,12369,iOS,WiFi
14705,12369,Android,4G
14706,12370,Android,4G
14707,12371,Android,4G
14708,12372,Web,WiFi
14709,12372,Android,4G
14710,12373,Android,4G
14711,12373,Android,4G
14712,12374,Android,4G
14713,12375,Android,4G
14714,12376,Android,4G
14715,12377,Android,5G
14716,12378,Android,5G
14717,12379,Android,5G
14718,12380,iOS,5G
14719,12381,Android,5G
14720,12382,Android,4G
14721,12382,Android,4G
14722,12383,Android,WiFi
14723,12384,Android,4G
14724,12385,Android,4G
14725,12386,Web,3G
14726,12386,Android,4G
14727,12387,Android,5G
14728,12388,Android,4G
14729,12389,Android,5G
14730,12390,Android,WiFi
14731,12391,iOS,4G
14732,12392,iOS,5G
14733,12392,iOS,4G
14734,12393,Android,WiFi
14735,12394,iOS,3G
14736,12395,Android,4G
14737,12396,Android,5G
14738,12397,Android,5G
14739,12398,Android,4G
14740,12399,iOS,4G
14741,12399,Android,4G
14742,12400,Android,4G
14743,12401,Android,5G
14744,12402,iOS,5G
14745,12403,Android,4G
14746,12404,Android,5G
14747,12405,iOS,WiFi
14748,12405,iOS,5G
14749,12406,iOS,WiFi
14750,12407,Android,WiFi
14751,12408,Android,3G
14752,12409,Android,4G
14753,12410,Android,4G
14754,12411,iOS,5G
14755,12412,Android,4G
14756,12413,Android,5G
14757,12413,Android,5G
14758,12414,Android,4G
14759,12415,Android,4G
14760,12416,Android,5G
14761,12417,Android,5G
14762,12418,Android,5G
14763,12419,Android,4G
14764,12420,Android,3G
14765,12420,Android,4G
14766,12421,iOS,4G
14767,12422,Android,5G
14768,12423,Android,3G
14769,12424,Android,4G
14770,12425,iOS,5G
14771,12426,iOS,5G
14772,12427,Android,4G
14773,12427,Android,5G
14774,12428,Android,5G
14775,12429,Android,WiFi
14776,12430,Android,3G
14777,12431,Android,4G
14778,12432,iOS,4G
14779,12432,iOS,4G
14780,12433,Android,WiFi
14781,12434,iOS,4G
14782,12435,iOS,4G
14783,12436,Android,5G
14784,12436,Android,5G
14785,12437,iOS,4G
14786,12438,Android,4G
14787,12439,Android,WiFi
14788,12440,Android,4G
14789,12441,Android,4G
14790,12442,Android,5G
14791,12443,Web,4G
14792,12444,iOS,4G
14793,12445,Android,5G
14794,12445,Android,4G
14795,12446,Android,4G
14796,12447,Android,4G
14797,12448,Android,5G
14798,12448,Android,4G
14799,12449,Android,WiFi
14800,12450,Android,WiFi
14801,12451,Android,4G
14802,12452,Android,3G
14803,12453,iOS,4G
14804,12454,Android,4G
14805,12455,Android,3G
14806,12456,iOS,WiFi
14807,12457,Android,5G
14808,12458,Android,4G
14809,12459,Web,5G
14810,12460,Android,4G
14811,12461,Android,4G
14812,12462,Android,5G
14813,12463,Android,WiFi
14814,12463,Android,5G
14815,12464,iOS,5G
14816,12464,Android,4G
14817,12465,Android,WiFi
14818,12466,iOS,4G
14819,12467,Android,5G
14820,12468,Android,5G
14821,12468,Android,WiFi
14822,12469,Android,4G
14823,12469,Android,WiFi
14824,12470,iOS,4G
14825,12470,Android,4G
14826,12471,Android,WiFi
14827,12472,Android,4G
14828,12473,Android,5G
14829,12474,Android,5G
14830,12475,Android,5G
14831,12476,iOS,4G
14832,12477,Android,WiFi
14833,12478,Android,4G
14834,12479,Android,4G
14835,12480,iOS,4G
14836,12481,Android,WiFi
14837,12482,Android,5G
14838,12482,Android,4G
14839,12483,Android,4G
14840,12484,Android,5G
14841,12485,Android,5G
14842,12486,Android,4G
