user_id,signup_date,city,state,acquisition_channel,age_bucket,kyc_status,is_churned
15186,2025-08-22,Bhopal,Madhya Pradesh,Bank Partnership,18-24,Full KYC,False
15187,2024-01-16,Ahmedabad,Gujarat,Merchant Partner,25-34,Min KYC,False
15188,2025-08-15,Mumbai,Maharashtra,Organic,25-34,Full KYC,False
15189,2024-06-08,Mumbai,Maharashtra,Paid Ad,45-54,Full KYC,False
15190,2025-03-25,Pune,Maharashtra,Organic,45-54,Full KYC,False
15191,2025-11-21,Chennai,Tamil Nadu,Merchant Partner,18-24,Full KYC,False
15192,2025-10-10,Coimbatore,Tamil Nadu,Organic,35-44,Full KYC,False
15193,2025-04-30,Delhi,Delhi,Organic,25-34,Pending,True
15194,2024-08-06,Bhopal,Madhya Pradesh,Merchant Partner,35-44,Min KYC,False
15195,2025-01-15,Kochi,Kerala,Organic,25-34,Full KYC,False
15196,2025-05-28,Hyderabad,Telangana,Bank Partnership,18-24,Min KYC,False
15197,2025-01-10,Delhi,Delhi,Organic,25-34,Full KYC,True
15198,2024-10-22,Bengaluru,Karnataka,Organic,55+,Full KYC,False
15199,2024-10-21,Jaipur,Rajasthan,Organic,35-44,Full KYC,False
15200,2025-03-13,Mumbai,Maharashtra,Merchant Partner,18-24,Full KYC,False
15201,2024-01-27,Kochi,Kerala,Referral,35-44,Full KYC,False
15202,2025-12-29,Surat,Gujarat,Referral,18-24,Full KYC,False
15203,2024-03-15,Bhopal,Madhya Pradesh,Merchant Partner,35-44,Full KYC,False
15204,2025-12-19,Surat,Gujarat,Referral,25-34,Min KYC,False
15205,2024-01-26,Delhi,Delhi,Bank Partnership,45-54,Full KYC,False
15206,2025-01-09,Lucknow,Uttar Pradesh,Organic,18-24,Min KYC,False
15207,2024-10-31,Kolkata,West Bengal,Organic,35-44,Full KYC,False
15208,2025-02-22,Mumbai,Maharashtra,Merchant Partner,18-24,Full KYC,False
15209,2024-11-12,Bengaluru,Karnataka,Bank Partnership,25-34,Min KYC,False
15210,2025-10-17,Pune,Maharashtra,Paid Ad,35-44,Full KYC,False
15211,2024-01-13,Chennai,Tamil Nadu,Organic,25-34,Min KYC,False
15212,2025-12-20,Delhi,Delhi,Merchant Partner,25-34,Min KYC,False
15213,2025-05-18,Chennai,Tamil Nadu,Organic,25-34,Full KYC,False
15214,2025-07-22,Coimbatore,Tamil Nadu,Referral,55+,Min KYC,False
15215,2024-04-12,Hyderabad,Telangana,Merchant Partner,25-34,Min KYC,False
15216,2024-02-17,Delhi,Delhi,Referral,25-34,Full KYC,False
15217,2024-10-16,Pune,Maharashtra,Merchant Partner,55+,Pending,False
15218,2024-08-23,Pune,Maharashtra,Paid Ad,18-24,Pending,False
15219,2025-07-25,Nagpur,Maharashtra,Merchant Partner,25-34,Full KYC,True
15220,2025-10-16,Pune,Maharashtra,Organic,45-54,Min KYC,False
15221,2024-11-08,Bengaluru,Karnataka,Paid Ad,35-44,Full KYC,False
15222,2025-07-14,Delhi,Delhi,Paid Ad,25-34,Full KYC,False
15223,2024-02-13,Mumbai,Maharashtra,Referral,45-54,Min KYC,True
15224,2025-06-25,Surat,Gujarat,Referral,35-44,Full KYC,True
15225,2024-03-13,Bengaluru,Karnataka,Bank Partnership,25-34,Full KYC,False
15226,2025-05-02,Bhopal,Madhya Pradesh,Organic,18-24,Full KYC,False
15227,2024-10-05,Chennai,Tamil Nadu,Organic,35-44,Full KYC,False
15228,2024-10-30,Lucknow,Uttar Pradesh,Referral,55+,Full KYC,False
15229,2024-07-20,Delhi,Delhi,Merchant Partner,55+,Full KYC,False
15230,2024-10-21,Delhi,Delhi,Bank Partnership,45-54,Full KYC,True
15231,2025-09-30,Pune,Maharashtra,Merchant Partner,25-34,Min KYC,False
15232,2025-08-13,Hyderabad,Telangana,Merchant Partner,35-44,Min KYC,False
15233,2024-09-05,Chennai,Tamil Nadu,Organic,35-44,Pending,False
15234,2024-08-02,Surat,Gujarat,Paid Ad,18-24,Full KYC,False
15235,2025-01-06,Nagpur,Maharashtra,Paid Ad,25-34,Full KYC,False
15236,2025-05-14,Kolkata,West Bengal,Referral,18-24,Full KYC,False
15237,2024-05-13,Delhi,Delhi,Merchant Partner,45-54,Full KYC,False
15238,2025-06-14,Bengaluru,Karnataka,Bank Partnership,35-44,Full KYC,False
15239,2025-11-23,Nagpur,Maharashtra,Bank Partnership,18-24,Full KYC,False
15240,2025-09-08,Delhi,Delhi,Organic,18-24,Full KYC,False
15241,2025-02-04,Mumbai,Maharashtra,Organic,35-44,Full KYC,False
15242,2024-08-21,Chandigarh,Punjab,Organic,45-54,Full KYC,False
15243,2024-08-24,Mumbai,Maharashtra,Organic,25-34,Full KYC,True
15244,2025-06-25,Surat,Gujarat,Paid Ad,45-54,Full KYC,False
15245,2024-11-28,Delhi,Delhi,Paid Ad,25-34,Full KYC,False
15246,2024-03-18,Jaipur,Rajasthan,Referral,18-24,Full KYC,False
15247,2025-05-09,Delhi,Delhi,Paid Ad,55+,Pending,False
15248,2024-04-10,Kochi,Kerala,Organic,18-24,Full KYC,False
15249,2025-12-21,Mumbai,Maharashtra,Bank Partnership,25-34,Full KYC,True
15250,2024-10-31,Bengaluru,Karnataka,Organic,25-34,Full KYC,False
15251,2024-09-06,Bhopal,Madhya Pradesh,Referral,25-34,Full KYC,False
15252,2024-02-10,Kolkata,West Bengal,Merchant Partner,25-34,Min KYC,False
15253,2024-05-02,Pune,Maharashtra,Merchant Partner,25-34,Full KYC,True
15254,2025-11-22,Pune,Maharashtra,Organic,25-34,Full KYC,True
15255,2025-01-27,Chennai,Tamil Nadu,Organic,25-34,Full KYC,False
15256,2025-10-20,Ranchi,Jharkhand,Paid Ad,45-54,Full KYC,False
15257,2025-11-28,Jaipur,Rajasthan,Paid Ad,55+,Full KYC,False
15258,2024-02-05,Chennai,Tamil Nadu,Merchant Partner,25-34,Full KYC,False
15259,2024-10-04,Bengaluru,Karnataka,Organic,18-24,Min KYC,False
15260,2025-09-03,Chennai,Tamil Nadu,Merchant Partner,35-44,Full KYC,False
15261,2024-12-27,Chandigarh,Punjab,Organic,25-34,Full KYC,True
15262,2025-01-06,Delhi,Delhi,Referral,18-24,Full KYC,False
15263,2025-02-20,Hyderabad,Telangana,Paid Ad,45-54,Full KYC,False
15264,2025-05-27,Mumbai,Maharashtra,Merchant Partner,18-24,Full KYC,False
15265,2025-11-16,Ahmedabad,Gujarat,Referral,18-24,Full KYC,False
15266,2025-10-09,Surat,Gujarat,Organic,25-34,Min KYC,False
15267,2025-04-01,Ahmedabad,Gujarat,Paid Ad,18-24,Full KYC,False
15268,2025-02-25,Indore,Madhya Pradesh,Referral,35-44,Full KYC,False
15269,2024-09-20,Surat,Gujarat,Bank Partnership,55+,Full KYC,True
15270,2024-03-25,Guwahati,Assam,Referral,25-34,Min KYC,False
15271,2025-06-01,Pune,Maharashtra,Paid Ad,45-54,Full KYC,False
15272,2024-01-02,Mumbai,Maharashtra,Merchant Partner,35-44,Full KYC,True
15273,2025-05-24,Chennai,Tamil Nadu,Organic,18-24,Min KYC,False
15274,2024-12-28,Surat,Gujarat,Organic,45-54,Pending,True
15275,2025-07-28,Hyderabad,Telangana,Paid Ad,35-44,Full KYC,False
15276,2025-11-23,Pune,Maharashtra,Paid Ad,25-34,Full KYC,False
15277,2025-02-07,Lucknow,Uttar Pradesh,Merchant Partner,25-34,Pending,False
15278,2025-02-22,Mumbai,Maharashtra,Organic,18-24,Full KYC,True
15279,2024-12-21,Ahmedabad,Gujarat,Referral,18-24,Full KYC,False
15280,2024-09-29,Lucknow,Uttar Pradesh,Organic,25-34,Full KYC,False
15281,2024-03-05,Guwahati,Assam,Paid Ad,35-44,Full KYC,True
15282,2024-01-23,Lucknow,Uttar Pradesh,Organic,18-24,Full KYC,False
15283,2025-06-11,Delhi,Delhi,Referral,25-34,Min KYC,True
15284,2025-10-29,Chennai,Tamil Nadu,Referral,25-34,Full KYC,False
15285,2024-02-09,Hyderabad,Telangana,Referral,25-34,Pending,False
15286,2024-08-26,Hyderabad,Telangana,Organic,35-44,Full KYC,False
15287,2025-03-19,Bhopal,Madhya Pradesh,Paid Ad,18-24,Full KYC,False
15288,2025-05-29,Kolkata,West Bengal,Referral,55+,Min KYC,True
15289,2025-06-20,Lucknow,Uttar Pradesh,Organic,25-34,Full KYC,False
15290,2025-05-21,Surat,Gujarat,Paid Ad,35-44,Full KYC,False
15291,2024-03-02,Jaipur,Rajasthan,Bank Partnership,45-54,Full KYC,False
15292,2024-07-04,Surat,Gujarat,Bank Partnership,25-34,Min KYC,False
15293,2024-12-08,Delhi,Delhi,Merchant Partner,55+,Full KYC,True
15294,2024-02-16,Mumbai,Maharashtra,Merchant Partner,35-44,Min KYC,False
15295,2024-09-07,Delhi,Delhi,Merchant Partner,25-34,Full KYC,False
15296,2024-10-08,Indore,Madhya Pradesh,Paid Ad,25-34,Full KYC,False
15297,2025-12-15,Coimbatore,Tamil Nadu,Referral,25-34,Full KYC,False
15298,2024-08-19,Chandigarh,Punjab,Organic,35-44,Min KYC,True
15299,2025-12-10,Mumbai,Maharashtra,Merchant Partner,35-44,Pending,False
15300,2025-05-26,Ranchi,Jharkhand,Paid Ad,25-34,Full KYC,False
15301,2025-05-20,Kochi,Kerala,Merchant Partner,35-44,Full KYC,False
15302,2025-08-21,Delhi,Delhi,Bank Partnership,18-24,Full KYC,False
15303,2025-09-06,Kolkata,West Bengal,Referral,25-34,Full KYC,False
15304,2024-06-11,Ranchi,Jharkhand,Bank Partnership,35-44,Min KYC,False
15305,2024-11-03,Pune,Maharashtra,Organic,25-34,Min KYC,False
15306,2025-01-20,Coimbatore,Tamil Nadu,Organic,35-44,Full KYC,False
15307,2025-12-14,Chennai,Tamil Nadu,Referral,18-24,Full KYC,False
15308,2024-01-30,Hyderabad,Telangana,Bank Partnership,35-44,Full KYC,False
15309,2024-12-14,Delhi,Delhi,Bank Partnership,25-34,Full KYC,False
15310,2024-06-05,Mumbai,Maharashtra,Referral,25-34,Full KYC,False
15311,2024-05-30,Lucknow,Uttar Pradesh,Paid Ad,25-34,Full KYC,False
15312,2025-07-10,Bengaluru,Karnataka,Referral,18-24,Full KYC,False
15313,2024-05-27,Hyderabad,Telangana,Merchant Partner,35-44,Min KYC,False
15314,2025-08-02,Chandigarh,Punjab,Merchant Partner,45-54,Pending,False
15315,2025-12-26,Delhi,Delhi,Organic,55+,Full KYC,False
15316,2025-07-20,Hyderabad,Telangana,Organic,35-44,Full KYC,True
15317,2024-05-04,Nagpur,Maharashtra,Organic,35-44,Full KYC,False
15318,2024-04-13,Chandigarh,Punjab,Bank Partnership,45-54,Full KYC,True
15319,2024-11-15,Bhopal,Madhya Pradesh,Paid Ad,45-54,Full KYC,False
15320,2025-02-06,Hyderabad,Telangana,Organic,35-44,Min KYC,False
15321,2025-07-22,Delhi,Delhi,Paid Ad,18-24,Full KYC,False
15322,2024-11-04,Bhopal,Madhya Pradesh,Referral,25-34,Full KYC,False
15323,2024-05-01,Indore,Madhya Pradesh,Paid Ad,25-34,Min KYC,False
15324,2025-12-24,Lucknow,Uttar Pradesh,Paid Ad,55+,Full KYC,False
15325,2025-10-22,Bengaluru,Karnataka,Paid Ad,35-44,Min KYC,False
15326,2025-04-22,Ahmedabad,Gujarat,Organic,35-44,Full KYC,True
15327,2025-05-22,Lucknow,Uttar Pradesh,Bank Partnership,25-34,Full KYC,False
15328,2025-11-13,Kochi,Kerala,Merchant Partner,25-34,Full KYC,False
15329,2024-12-12,Delhi,Delhi,Organic,25-34,Full KYC,True
15330,2024-04-16,Bengaluru,Karnataka,Paid Ad,25-34,Full KYC,False
15331,2025-03-18,Hyderabad,Telangana,Referral,25-34,Min KYC,False
15332,2024-11-25,Indore,Madhya Pradesh,Referral,25-34,Full KYC,False
15333,2025-08-06,Kochi,Kerala,Organic,18-24,Full KYC,False
15334,2025-07-17,Bengaluru,Karnataka,Referral,25-34,Min KYC,False
15335,2024-12-10,Chennai,Tamil Nadu,Paid Ad,45-54,Min KYC,False
15336,2024-09-25,Kolkata,West Bengal,Organic,18-24,Min KYC,True
15337,2024-11-04,Delhi,Delhi,Referral,18-24,Full KYC,False
15338,2025-04-06,Bhopal,Madhya Pradesh,Paid Ad,35-44,Full KYC,False
15339,2025-04-10,Pune,Maharashtra,Organic,25-34,Full KYC,False
15340,2025-01-08,Kochi,Kerala,Bank Partnership,25-34,Full KYC,True
15341,2025-01-23,Chennai,Tamil Nadu,Paid Ad,18-24,Full KYC,False
15342,2025-12-25,Indore,Madhya Pradesh,Paid Ad,55+,Min KYC,False
15343,2024-07-04,Mumbai,Maharashtra,Referral,35-44,Full KYC,False
15344,2024-05-06,Pune,Maharashtra,Organic,25-34,Full KYC,False
15345,2025-08-06,Pune,Maharashtra,Bank Partnership,45-54,Full KYC,False
15346,2025-11-13,Delhi,Delhi,Organic,35-44,Full KYC,False
15347,2025-03-20,Kolkata,West Bengal,Merchant Partner,18-24,Full KYC,False
15348,2024-10-20,Surat,Gujarat,Organic,55+,Full KYC,False
15349,2024-09-11,Chennai,Tamil Nadu,Paid Ad,18-24,Min KYC,False
15350,2024-12-07,Indore,Madhya Pradesh,Referral,55+,Pending,False
15351,2024-02-08,Bengaluru,Karnataka,Referral,18-24,Full KYC,False
15352,2025-01-20,Bengaluru,Karnataka,Bank Partnership,18-24,Min KYC,False
15353,2024-07-15,Delhi,Delhi,Bank Partnership,25-34,Full KYC,False
15354,2024-07-12,Bhopal,Madhya Pradesh,Organic,25-34,Full KYC,True
15355,2025-02-13,Delhi,Delhi,Merchant Partner,25-34,Full KYC,False
15356,2025-12-04,Delhi,Delhi,Organic,45-54,Full KYC,False
15357,2024-05-30,Mumbai,Maharashtra,Paid Ad,18-24,Full KYC,False
15358,2025-10-27,Hyderabad,Telangana,Merchant Partner,25-34,Full KYC,False
15359,2025-01-14,Pune,Maharashtra,Organic,25-34,Full KYC,True
15360,2025-12-11,Pune,Maharashtra,Paid Ad,18-24,Full KYC,False
15361,2024-10-06,Surat,Gujarat,Paid Ad,18-24,Min KYC,False
15362,2025-12-28,Hyderabad,Telangana,Referral,25-34,Full KYC,False
15363,2025-04-26,Mumbai,Maharashtra,Merchant Partner,18-24,Full KYC,False
15364,2025-05-03,Kolkata,West Bengal,Paid Ad,18-24,Full KYC,False
15365,2025-02-15,Delhi,Delhi,Merchant Partner,25-34,Full KYC,False
15366,2024-11-25,Mumbai,Maharashtra,Organic,18-24,Full KYC,False
15367,2025-01-18,Bhopal,Madhya Pradesh,Organic,55+,Min KYC,False
15368,2025-09-13,Bengaluru,Karnataka,Paid Ad,25-34,Full KYC,False
15369,2025-08-01,Surat,Gujarat,Merchant Partner,25-34,Full KYC,False
15370,2024-01-18,Ahmedabad,Gujarat,Merchant Partner,35-44,Min KYC,False
15371,2025-05-22,Kochi,Kerala,Referral,35-44,Full KYC,True
15372,2025-09-01,Hyderabad,Telangana,Merchant Partner,18-24,Full KYC,False
15373,2025-06-27,Ahmedabad,Gujarat,Merchant Partner,25-34,Min KYC,False
15374,2024-12-29,Kolkata,West Bengal,Paid Ad,35-44,Min KYC,False
15375,2024-09-01,Bhopal,Madhya Pradesh,Organic,45-54,Full KYC,False
15376,2025-05-06,Bengaluru,Karnataka,Paid Ad,35-44,Full KYC,False
15377,2025-04-29,Kolkata,West Bengal,Organic,25-34,Full KYC,False
15378,2024-09-30,Chennai,Tamil Nadu,Referral,25-34,Full KYC,False
15379,2024-10-23,Mumbai,Maharashtra,Merchant Partner,35-44,Full KYC,False
15380,2024-09-26,Mumbai,Maharashtra,Bank Partnership,25-34,Min KYC,False
15381,2024-02-02,Nagpur,Maharashtra,Paid Ad,45-54,Full KYC,False
15382,2024-01-24,Ahmedabad,Gujarat,Organic,25-34,Full KYC,False
15383,2024-03-01,Ahmedabad,Gujarat,Organic,55+,Full KYC,True
15384,2024-11-05,Surat,Gujarat,Organic,35-44,Full KYC,True
15385,2025-01-07,Mumbai,Maharashtra,Organic,45-54,Full KYC,False
15386,2024-10-25,Delhi,Delhi,Organic,55+,Full KYC,False
15387,2025-11-28,Ahmedabad,Gujarat,Paid Ad,18-24,Min KYC,False
15388,2024-06-13,Lucknow,Uttar Pradesh,Organic,35-44,Full KYC,True
15389,2024-10-13,Ahmedabad,Gujarat,Organic,25-34,Min KYC,True
15390,2024-06-29,Hyderabad,Telangana,Bank Partnership,18-24,Full KYC,False
15391,2024-08-06,Kolkata,West Bengal,Paid Ad,25-34,Pending,False
15392,2025-03-02,Jaipur,Rajasthan,Paid Ad,35-44,Full KYC,False
15393,2024-08-14,Hyderabad,Telangana,Referral,18-24,Full KYC,False
15394,2024-08-19,Kolkata,West Bengal,Bank Partnership,55+,Full KYC,False
15395,2025-05-04,Mumbai,Maharashtra,Paid Ad,45-54,Full KYC,False
15396,2025-08-29,Delhi,Delhi,Organic,55+,Full KYC,False
15397,2024-06-04,Surat,Gujarat,Paid Ad,25-34,Full KYC,False
15398,2024-03-22,Hyderabad,Telangana,Referral,25-34,Full KYC,False
15399,2024-06-23,Bhopal,Madhya Pradesh,Bank Partnership,45-54,Full KYC,False
15400,2025-02-25,Jaipur,Rajasthan,Referral,35-44,Full KYC,True
15401,2025-12-01,Hyderabad,Telangana,Merchant Partner,45-54,Full KYC,False
15402,2024-04-26,Surat,Gujarat,Merchant Partner,18-24,Min KYC,False
15403,2024-02-01,Delhi,Delhi,Organic,25-34,Full KYC,False
15404,2025-01-20,Delhi,Delhi,Bank Partnership,45-54,Min KYC,False
15405,2025-12-24,Hyderabad,Telangana,Referral,35-44,Full KYC,False
15406,2025-02-07,Ahmedabad,Gujarat,Merchant Partner,18-24,Full KYC,True
15407,2025-11-05,Bengaluru,Karnataka,Paid Ad,35-44,Full KYC,False
15408,2025-04-13,Bengaluru,Karnataka,Referral,25-34,Min KYC,False
15409,2024-01-24,Patna,Bihar,Organic,35-44,Full KYC,False
15410,2024-11-08,Nagpur,Maharashtra,Organic,25-34,Pending,False
15411,2025-07-16,Nagpur,Maharashtra,Paid Ad,45-54,Full KYC,False
15412,2025-01-06,Mumbai,Maharashtra,Organic,45-54,Full KYC,False
15413,2024-05-22,Bhopal,Madhya Pradesh,Organic,45-54,Full KYC,False
15414,2024-05-12,Surat,Gujarat,Referral,25-34,Full KYC,False
15415,2025-04-29,Bengaluru,Karnataka,Organic,25-34,Full KYC,False
15416,2024-12-04,Delhi,Delhi,Referral,18-24,Pending,False
15417,2025-02-23,Mumbai,Maharashtra,Referral,35-44,Full KYC,False
15418,2024-09-29,Indore,Madhya Pradesh,Organic,55+,Full KYC,True
15419,2024-09-04,Kolkata,West Bengal,Paid Ad,45-54,Full KYC,False
15420,2025-05-01,Mumbai,Maharashtra,Organic,25-34,Full KYC,True
15421,2024-01-06,Delhi,Delhi,Organic,25-34,Min KYC,False
15422,2024-11-13,Indore,Madhya Pradesh,Organic,25-34,Full KYC,False
15423,2024-09-27,Kolkata,West Bengal,Organic,45-54,Min KYC,False
15424,2025-07-22,Patna,Bihar,Organic,25-34,Full KYC,False
15425,2025-06-15,Delhi,Delhi,Paid Ad,25-34,Min KYC,False
15426,2024-11-06,Coimbatore,Tamil Nadu,Referral,35-44,Full KYC,True
15427,2024-07-10,Delhi,Delhi,Organic,25-34,Full KYC,True
15428,2024-06-21,Bengaluru,Karnataka,Referral,35-44,Min KYC,False
15429,2024-06-03,Chandigarh,Punjab,Merchant Partner,25-34,Full KYC,False
15430,2024-07-18,Bengaluru,Karnataka,Referral,35-44,Min KYC,False
15431,2025-07-09,Kolkata,West Bengal,Bank Partnership,25-34,Full KYC,False
15432,2024-02-03,Hyderabad,Telangana,Organic,25-34,Full KYC,True
15433,2024-01-20,Lucknow,Uttar Pradesh,Paid Ad,18-24,Full KYC,False
15434,2025-01-29,Bengaluru,Karnataka,Referral,55+,Full KYC,True
15435,2024-06-12,Pune,Maharashtra,Paid Ad,18-24,Full KYC,False
15436,2025-08-29,Mumbai,Maharashtra,Referral,18-24,Full KYC,False
15437,2025-07-03,Chandigarh,Punjab,Referral,18-24,Full KYC,True
15438,2025-07-15,Nagpur,Maharashtra,Bank Partnership,18-24,Full KYC,False
15439,2024-11-29,Bhopal,Madhya Pradesh,Referral,25-34,Full KYC,False
15440,2024-11-15,Kochi,Kerala,Paid Ad,18-24,Min KYC,False
15441,2024-11-06,Kolkata,West Bengal,Organic,25-34,Min KYC,False
15442,2024-05-23,Mumbai,Maharashtra,Referral,35-44,Full KYC,False
15443,2025-02-18,Mumbai,Maharashtra,Referral,35-44,Min KYC,True
15444,2025-09-22,Bhopal,Madhya Pradesh,Paid Ad,18-24,Full KYC,False
15445,2024-07-06,Chennai,Tamil Nadu,Bank Partnership,35-44,Full KYC,True
15446,2024-02-11,Bengaluru,Karnataka,Paid Ad,25-34,Full KYC,False
15447,2025-02-16,Mumbai,Maharashtra,Paid Ad,45-54,Full KYC,False
15448,2024-10-18,Ranchi,Jharkhand,Referral,25-34,Full KYC,False
15449,2025-08-05,Mumbai,Maharashtra,Organic,45-54,Min KYC,False
15450,2025-09-17,Hyderabad,Telangana,Paid Ad,45-54,Full KYC,False
15451,2025-11-24,Jaipur,Rajasthan,Referral,25-34,Full KYC,False
15452,2024-10-14,Ahmedabad,Gujarat,Merchant Partner,35-44,Min KYC,False
15453,2025-10-20,Delhi,Delhi,Merchant Partner,25-34,Min KYC,False
15454,2024-03-27,Ahmedabad,Gujarat,Organic,25-34,Full KYC,False
15455,2024-09-29,Bengaluru,Karnataka,Organic,25-34,Full KYC,False
15456,2024-07-13,Delhi,Delhi,Referral,35-44,Min KYC,False
15457,2025-11-04,Ahmedabad,Gujarat,Organic,25-34,Full KYC,True
15458,2025-03-14,Nagpur,Maharashtra,Organic,35-44,Min KYC,False
15459,2024-09-24,Surat,Gujarat,Referral,25-34,Full KYC,True
15460,2024-04-20,Delhi,Delhi,Merchant Partner,45-54,Full KYC,False
15461,2025-07-25,Delhi,Delhi,Organic,45-54,Full KYC,False
15462,2025-04-23,Pune,Maharashtra,Bank Partnership,35-44,Full KYC,False
15463,2025-09-14,Mumbai,Maharashtra,Paid Ad,25-34,Full KYC,False
15464,2024-11-15,Mumbai,Maharashtra,Merchant Partner,35-44,Full KYC,False
15465,2024-04-19,Bengaluru,Karnataka,Organic,25-34,Full KYC,True
15466,2024-09-01,Mumbai,Maharashtra,Organic,25-34,Full KYC,True
15467,2025-03-28,Chennai,Tamil Nadu,Organic,25-34,Full KYC,False
15468,2024-06-24,Mumbai,Maharashtra,Merchant Partner,25-34,Pending,True
15469,2024-02-21,Bengaluru,Karnataka,Merchant Partner,25-34,Full KYC,False
15470,2025-08-24,Mumbai,Maharashtra,Organic,25-34,Min KYC,False
15471,2025-01-22,Chennai,Tamil Nadu,Referral,35-44,Full KYC,True
15472,2024-10-16,Hyderabad,Telangana,Referral,25-34,Full KYC,False
15473,2025-02-07,Mumbai,Maharashtra,Organic,18-24,Min KYC,False
15474,2025-06-23,Hyderabad,Telangana,Bank Partnership,25-34,Full KYC,True
15475,2024-01-01,Mumbai,Maharashtra,Paid Ad,35-44,Full KYC,False
15476,2024-11-17,Indore,Madhya Pradesh,Referral,35-44,Full KYC,False
15477,2024-07-04,Hyderabad,Telangana,Organic,35-44,Full KYC,False
15478,2024-03-08,Jaipur,Rajasthan,Organic,35-44,Pending,False
15479,2024-01-27,Lucknow,Uttar Pradesh,Referral,25-34,Full KYC,False
15480,2024-11-17,Kolkata,West Bengal,Merchant Partner,25-34,Full KYC,False
15481,2025-02-01,Kolkata,West Bengal,Paid Ad,25-34,Min KYC,True
15482,2025-01-05,Pune,Maharashtra,Merchant Partner,55+,Min KYC,False
15483,2025-07-25,Hyderabad,Telangana,Merchant Partner,18-24,Full KYC,False
15484,2024-11-30,Bengaluru,Karnataka,Merchant Partner,35-44,Min KYC,False
15485,2025-03-06,Mumbai,Maharashtra,Paid Ad,25-34,Full KYC,False
15486,2025-08-18,Hyderabad,Telangana,Merchant Partner,25-34,Full KYC,False
15487,2025-04-24,Pune,Maharashtra,Organic,35-44,Full KYC,False
15488,2025-10-26,Delhi,Delhi,Organic,35-44,Min KYC,False
15489,2024-06-10,Nagpur,Maharashtra,Merchant Partner,25-34,Full KYC,False
15490,2025-07-28,Mumbai,Maharashtra,Organic,18-24,Full KYC,False
15491,2025-05-23,Delhi,Delhi,Organic,18-24,Pending,False
15492,2025-03-01,Jaipur,Rajasthan,Referral,25-34,Full KYC,False
15493,2024-01-03,Indore,Madhya Pradesh,Referral,45-54,Full KYC,True
15494,2025-01-30,Pune,Maharashtra,Organic,25-34,Full KYC,False
15495,2025-09-18,Kolkata,West Bengal,Paid Ad,25-34,Full KYC,False
15496,2025-04-15,Bengaluru,Karnataka,Organic,55+,Full KYC,False
15497,2024-01-04,Coimbatore,Tamil Nadu,Organic,25-34,Min KYC,True
15498,2024-07-29,Ahmedabad,Gujarat,Bank Partnership,25-34,Min KYC,False
15499,2025-02-19,Delhi,Delhi,Organic,35-44,Full KYC,False
15500,2025-08-15,Lucknow,Uttar Pradesh,Referral,55+,Full KYC,False
15501,2024-11-20,Delhi,Delhi,Organic,45-54,Min KYC,False
15502,2025-09-17,Hyderabad,Telangana,Bank Partnership,25-34,Min KYC,False
15503,2025-08-03,Chennai,Tamil Nadu,Organic,35-44,Full KYC,False
15504,2024-07-14,Lucknow,Uttar Pradesh,Organic,35-44,Pending,False
15505,2024-05-22,Ranchi,Jharkhand,Referral,25-34,Full KYC,False
15506,2025-10-21,Hyderabad,Telangana,Organic,35-44,Full KYC,False
15507,2025-03-06,Jaipur,Rajasthan,Organic,25-34,Full KYC,False
15508,2025-09-11,Jaipur,Rajasthan,Organic,25-34,Min KYC,False
15509,2025-11-04,Delhi,Delhi,Referral,25-34,Full KYC,False
15510,2024-11-05,Ahmedabad,Gujarat,Merchant Partner,45-54,Min KYC,False
15511,2024-02-03,Kochi,Kerala,Referral,35-44,Min KYC,True
15512,2025-10-25,Kolkata,West Bengal,Merchant Partner,45-54,Full KYC,False
15513,2025-03-02,Pune,Maharashtra,Bank Partnership,45-54,Full KYC,False
15514,2024-03-28,Ahmedabad,Gujarat,Merchant Partner,35-44,Full KYC,False
15515,2025-01-21,Bhopal,Madhya Pradesh,Merchant Partner,18-24,Full KYC,False
15516,2024-01-21,Delhi,Delhi,Merchant Partner,45-54,Full KYC,False
15517,2024-07-30,Delhi,Delhi,Organic,35-44,Full KYC,False
15518,2024-09-10,Ahmedabad,Gujarat,Organic,25-34,Full KYC,True
15519,2024-11-27,Mumbai,Maharashtra,Organic,25-34,Full KYC,True
15520,2025-02-16,Indore,Madhya Pradesh,Paid Ad,18-24,Full KYC,False
15521,2025-09-04,Bengaluru,Karnataka,Referral,45-54,Full KYC,False
15522,2024-09-13,Mumbai,Maharashtra,Referral,45-54,Full KYC,False
15523,2025-06-20,Surat,Gujarat,Merchant Partner,18-24,Pending,True
15524,2025-11-18,Delhi,Delhi,Organic,35-44,Full KYC,True
15525,2025-06-30,Hyderabad,Telangana,Merchant Partner,25-34,Full KYC,False
15526,2024-07-04,Hyderabad,Telangana,Referral,18-24,Full KYC,False
15527,2025-05-09,Indore,Madhya Pradesh,Paid Ad,35-44,Pending,False
15528,2024-07-24,Bengaluru,Karnataka,Organic,35-44,Full KYC,True
15529,2024-12-14,Ahmedabad,Gujarat,Organic,25-34,Full KYC,False
15530,2025-04-08,Ranchi,Jharkhand,Paid Ad,18-24,Min KYC,False
15531,2024-08-02,Kolkata,West Bengal,Merchant Partner,55+,Full KYC,False
15532,2024-01-03,Delhi,Delhi,Merchant Partner,25-34,Full KYC,True
15533,2025-09-03,Bengaluru,Karnataka,Merchant Partner,55+,Full KYC,False
15534,2025-06-15,Chennai,Tamil Nadu,Organic,25-34,Full KYC,False
