user_id,signup_date,city,state,acquisition_channel,age_bucket,kyc_status,is_churned,recency_days,frequency,total_amount,avg_amount
10417,2024-04-23,Kolkata,"West Bengal",Referral,35-44,"Full KYC",0,13,16,5250.28,328.14
10418,2024-02-23,Patna,Bihar,Organic,35-44,"Min KYC",1,1,2,797.23,398.62
10419,2025-06-27,Hyderabad,Telangana,Referral,55+,"Min KYC",1,448,3,1005.44,335.15
10420,2024-02-23,Kochi,Kerala,Organic,55+,"Min KYC",1,42,3,823.43,274.48
10421,2025-10-18,Pune,Maharashtra,Organic,25-34,"Min KYC",0,6,53,33916.84,639.94
10422,2024-11-25,Kolkata,"West Bengal",Organic,25-34,"Min KYC",0,34,43,14845.12,345.24
10423,2025-09-26,Delhi,Delhi,Organic,18-24,"Min KYC",0,5,16,7679.20,479.95
10424,2024-06-27,Chennai,"Tamil Nadu","Merchant Partner",25-34,"Full KYC",0,207,2,808.03,404.02
10425,2024-04-13,Hyderabad,Telangana,Referral,45-54,"Full KYC",0,27,11,5231.40,475.58
10426,2025-12-03,Hyderabad,Telangana,Organic,35-44,"Full KYC",0,3,5,2541.13,508.23
10427,2025-07-10,Kolkata,"West Bengal",Organic,18-24,"Min KYC",1,9,10,7262.19,726.22
10428,2025-10-27,Kochi,Kerala,"Paid Ad",25-34,"Full KYC",0,70,9,3635.60,403.96
10429,2024-08-21,Indore,"Madhya Pradesh",Referral,35-44,"Min KYC",0,32,7,4410.20,630.03
10430,2024-10-22,Hyderabad,Telangana,"Paid Ad",25-34,"Min KYC",0,125,2,688.92,344.46
10431,2025-02-25,Lucknow,"Uttar Pradesh",Organic,25-34,"Full KYC",1,306,2,451.51,225.76
10432,2024-11-23,Chennai,"Tamil Nadu","Paid Ad",35-44,"Full KYC",0,3,32,14482.18,452.57
10433,2024-06-26,Hyderabad,Telangana,"Bank Partnership",25-34,"Full KYC",0,116,8,3936.93,492.12
10434,2024-09-30,Nagpur,Maharashtra,"Merchant Partner",18-24,"Full KYC",0,70,16,8900.69,556.29
10435,2025-03-20,Delhi,Delhi,"Paid Ad",45-54,"Full KYC",0,35,20,6235.87,311.79
10436,2024-01-28,Bhopal,"Madhya Pradesh",Organic,45-54,"Full KYC",0,43,16,8244.88,515.31
10437,2024-09-02,Delhi,Delhi,Referral,35-44,Pending,0,20,26,24309.92,935.00
10438,2024-08-01,Kochi,Kerala,Organic,25-34,"Full KYC",1,24,11,9427.25,857.02
10439,2024-02-21,Lucknow,"Uttar Pradesh","Merchant Partner",35-44,"Full KYC",0,384,4,3348.69,837.17
10440,2024-03-30,Pune,Maharashtra,"Paid Ad",35-44,"Full KYC",1,34,6,3349.68,558.28
10441,2024-12-27,Mumbai,Maharashtra,Organic,25-34,"Full KYC",1,77,5,4200.68,840.14
10442,2024-03-15,Delhi,Delhi,"Paid Ad",25-34,"Min KYC",1,67,6,4942.33,823.72
10443,2024-09-08,Delhi,Delhi,"Paid Ad",55+,"Full KYC",0,10,48,25501.83,531.29
10444,2025-02-13,Surat,Gujarat,"Bank Partnership",25-34,"Full KYC",0,20,23,11838.41,514.71
10445,2025-09-29,Ahmedabad,Gujarat,"Bank Partnership",18-24,"Full KYC",0,524,3,370.97,123.66
10446,2024-03-13,Delhi,Delhi,Organic,18-24,"Min KYC",0,21,17,10496.88,617.46
10447,2024-11-13,Hyderabad,Telangana,"Merchant Partner",25-34,"Full KYC",0,13,67,39723.68,592.89
10448,2024-03-16,Bengaluru,Karnataka,Organic,25-34,"Min KYC",0,5,49,28461.46,580.85
10449,2024-11-08,Ahmedabad,Gujarat,Referral,18-24,"Min KYC",0,15,14,8735.34,623.95
10450,2024-12-16,Bengaluru,Karnataka,Referral,25-34,"Full KYC",0,0,953,537343.09,563.84
10451,2025-08-06,Surat,Gujarat,Organic,18-24,"Full KYC",0,27,4,933.37,233.34
10452,2024-11-18,Jaipur,Rajasthan,"Paid Ad",45-54,"Full KYC",0,64,7,2353.87,336.27
10453,2025-11-13,Bengaluru,Karnataka,Referral,35-44,Pending,0,171,8,2780.36,347.55
10454,2024-04-10,Bengaluru,Karnataka,"Paid Ad",25-34,"Full KYC",0,5,102,45319.21,444.31
10455,2024-02-08,Chennai,"Tamil Nadu","Paid Ad",35-44,Pending,0,115,8,14036.69,1754.59
10456,2024-01-04,Nagpur,Maharashtra,Referral,45-54,"Full KYC",0,10,52,23235.41,446.83
10457,2024-09-17,Mumbai,Maharashtra,Organic,18-24,"Full KYC",0,30,29,21853.38,753.56
10458,2024-05-20,Hyderabad,Telangana,Organic,35-44,Pending,0,67,16,5059.35,316.21
10459,2024-03-07,Kolkata,"West Bengal",Organic,25-34,"Full KYC",0,0,88,45533.31,517.42
10460,2024-06-21,Bengaluru,Karnataka,"Merchant Partner",35-44,"Min KYC",0,2,48,25152.84,524.02
10461,2025-12-12,Bengaluru,Karnataka,Organic,35-44,"Min KYC",0,116,5,3018.93,603.79
10462,2025-08-07,Pune,Maharashtra,Referral,18-24,"Full KYC",1,233,3,1721.70,573.90
10463,2024-01-14,Delhi,Delhi,Referral,35-44,"Full KYC",0,5,37,17319.77,468.10
10464,2025-10-30,Kolkata,"West Bengal","Merchant Partner",18-24,"Min KYC",1,133,2,574.96,287.48
10465,2024-05-29,Kochi,Kerala,"Merchant Partner",35-44,"Full KYC",0,5,35,17310.36,494.58
10466,2024-10-23,Nagpur,Maharashtra,Organic,18-24,"Full KYC",0,13,78,40274.58,516.34
10467,2024-08-27,Pune,Maharashtra,Referral,25-34,"Full KYC",0,93,27,19891.74,736.73
10468,2024-10-22,Bengaluru,Karnataka,Organic,35-44,"Full KYC",0,48,17,5688.38,334.61
10469,2025-07-09,Hyderabad,Telangana,"Bank Partnership",25-34,"Min KYC",1,67,5,2863.93,572.79
10470,2025-06-04,Delhi,Delhi,Referral,35-44,"Full KYC",0,35,3,701.56,233.85
10471,2025-03-09,Kolkata,"West Bengal",Organic,18-24,"Full KYC",1,513,2,456.26,228.13
10472,2025-04-02,Delhi,Delhi,Organic,18-24,"Full KYC",0,9,22,13153.25,597.88
10473,2025-06-15,Bengaluru,Karnataka,"Merchant Partner",45-54,"Full KYC",0,12,75,46463.79,619.52
10474,2024-05-14,Delhi,Delhi,Referral,18-24,Pending,1,93,6,4076.22,679.37
10475,2024-10-15,Delhi,Delhi,"Bank Partnership",25-34,"Full KYC",0,20,4,814.58,203.65
10476,2024-03-19,Jaipur,Rajasthan,"Paid Ad",45-54,"Full KYC",0,37,7,4128.88,589.84
10477,2025-05-29,Ranchi,Jharkhand,Referral,25-34,"Full KYC",0,15,43,16903.94,393.11
10478,2024-11-15,Jaipur,Rajasthan,"Merchant Partner",25-34,"Min KYC",0,76,17,8036.13,472.71
10479,2025-04-10,Bengaluru,Karnataka,"Paid Ad",25-34,"Full KYC",1,NULL,0,NULL,NULL
10480,2025-02-16,Hyderabad,Telangana,"Paid Ad",25-34,"Full KYC",1,702,1,238.55,238.55
10481,2024-07-18,Ahmedabad,Gujarat,Organic,25-34,"Full KYC",0,3,64,24207.90,378.25
10482,2024-04-11,Patna,Bihar,"Merchant Partner",25-34,"Full KYC",0,325,4,2627.82,656.96
10483,2025-12-11,Lucknow,"Uttar Pradesh","Merchant Partner",25-34,"Min KYC",0,29,12,5448.01,454.00
10484,2024-08-02,Delhi,Delhi,"Merchant Partner",25-34,"Full KYC",0,12,53,32734.65,617.63
10485,2024-03-20,Kolkata,"West Bengal",Organic,35-44,"Full KYC",0,18,14,7887.56,563.40
10486,2024-08-11,Delhi,Delhi,"Bank Partnership",45-54,"Full KYC",0,37,11,5802.28,527.48
10487,2025-10-20,Hyderabad,Telangana,Referral,25-34,Pending,1,238,6,3789.10,631.52
10488,2024-07-09,Coimbatore,"Tamil Nadu",Organic,18-24,"Full KYC",0,0,12,7834.07,652.84
10489,2025-12-21,Kochi,Kerala,"Paid Ad",35-44,"Full KYC",0,31,8,4062.25,507.78
10490,2024-12-02,Bengaluru,Karnataka,"Merchant Partner",25-34,"Min KYC",0,133,5,2620.31,524.06
10491,2025-09-21,Lucknow,"Uttar Pradesh",Organic,18-24,"Full KYC",0,265,4,1984.82,496.21
10492,2025-04-21,Bengaluru,Karnataka,Organic,25-34,"Full KYC",0,6,78,45229.63,579.87
10493,2024-02-02,Mumbai,Maharashtra,Referral,55+,"Full KYC",0,19,13,4914.17,378.01
10494,2025-01-06,Patna,Bihar,"Merchant Partner",25-34,"Full KYC",1,25,8,5463.19,682.90
10495,2024-10-31,Indore,"Madhya Pradesh",Organic,18-24,"Full KYC",0,16,32,14422.71,450.71
10496,2024-05-27,Bengaluru,Karnataka,"Merchant Partner",18-24,"Full KYC",0,1,324,182133.14,562.14
10497,2025-02-05,Surat,Gujarat,"Bank Partnership",25-34,"Full KYC",1,191,4,2630.90,657.73
10498,2024-03-16,Mumbai,Maharashtra,"Bank Partnership",25-34,"Min KYC",0,76,4,1475.87,368.97
10499,2025-05-24,Chennai,"Tamil Nadu",Organic,18-24,"Full KYC",0,0,40,22057.37,551.43
10500,2025-08-22,Guwahati,Assam,"Paid Ad",35-44,"Full KYC",0,3,95,48878.79,514.51
10501,2024-03-08,Bhopal,"Madhya Pradesh",Referral,45-54,"Full KYC",0,20,47,18512.89,393.89
10502,2024-12-15,Kolkata,"West Bengal","Paid Ad",55+,"Full KYC",1,42,5,1476.39,295.28
10503,2025-04-23,Hyderabad,Telangana,Referral,25-34,"Full KYC",0,30,28,13836.49,494.16
10504,2024-02-15,Lucknow,"Uttar Pradesh","Bank Partnership",18-24,"Min KYC",1,116,5,2427.64,485.53
10505,2024-10-11,Guwahati,Assam,"Paid Ad",45-54,"Full KYC",1,105,6,5621.86,936.98
10506,2024-07-07,Delhi,Delhi,Referral,45-54,"Full KYC",0,11,13,6210.04,477.70
10507,2024-01-29,Mumbai,Maharashtra,"Bank Partnership",25-34,"Min KYC",0,45,11,8480.60,770.96
10508,2025-08-09,Hyderabad,Telangana,"Bank Partnership",35-44,"Full KYC",0,202,5,2903.43,580.69
10509,2024-11-20,Chennai,"Tamil Nadu",Organic,25-34,"Full KYC",0,18,22,12304.34,559.29
10510,2025-07-02,Bengaluru,Karnataka,"Paid Ad",35-44,"Full KYC",0,4,54,25791.56,477.62
10511,2025-03-04,Ahmedabad,Gujarat,"Bank Partnership",35-44,"Min KYC",0,6,17,7899.63,464.68
10512,2025-10-01,Bengaluru,Karnataka,"Merchant Partner",25-34,"Min KYC",1,424,1,445.34,445.34
10513,2025-12-28,Guwahati,Assam,"Merchant Partner",18-24,"Full KYC",0,99,5,1778.74,355.75
10514,2025-03-15,Bengaluru,Karnataka,"Paid Ad",25-34,"Full KYC",0,50,32,20915.60,653.61
10515,2024-09-14,Bhopal,"Madhya Pradesh",Organic,18-24,"Full KYC",1,77,5,8497.18,1699.44
10516,2024-11-04,Coimbatore,"Tamil Nadu",Organic,25-34,"Full KYC",0,19,40,21895.38,547.38
10517,2025-08-25,Chennai,"Tamil Nadu",Organic,55+,"Full KYC",1,454,1,83.29,83.29
10518,2024-11-07,Delhi,Delhi,"Paid Ad",18-24,"Full KYC",0,31,11,19057.91,1732.54
10519,2025-01-14,Kochi,Kerala,"Bank Partnership",25-34,"Full KYC",0,13,43,20665.51,480.59
10520,2024-05-21,Hyderabad,Telangana,Referral,25-34,"Full KYC",0,1,232,126692.45,546.09
10521,2025-12-23,Chennai,"Tamil Nadu","Paid Ad",25-34,"Full KYC",0,42,13,8113.10,624.08
10522,2025-04-20,Mumbai,Maharashtra,Referral,18-24,"Min KYC",0,48,6,2065.73,344.29
10523,2024-08-29,Hyderabad,Telangana,Organic,35-44,"Min KYC",0,8,46,19655.56,427.29
10524,2025-03-03,Kolkata,"West Bengal",Organic,25-34,"Full KYC",0,4,11,6752.95,613.90
10525,2024-10-19,Jaipur,Rajasthan,Referral,18-24,"Full KYC",0,80,11,7129.49,648.14
10526,2024-04-23,Coimbatore,"Tamil Nadu","Merchant Partner",45-54,"Full KYC",0,11,6,2021.79,336.97
10527,2025-09-30,Kolkata,"West Bengal","Paid Ad",35-44,"Full KYC",0,11,29,26384.34,909.80
10528,2025-10-08,Bengaluru,Karnataka,Referral,25-34,"Full KYC",0,73,8,2216.09,277.01
10529,2025-09-01,Kolkata,"West Bengal","Bank Partnership",25-34,"Full KYC",0,6,23,15970.78,694.38
10530,2024-09-25,Mumbai,Maharashtra,Organic,55+,"Full KYC",0,5,27,12997.78,481.40
10531,2024-07-06,Delhi,Delhi,"Paid Ad",25-34,"Full KYC",0,12,82,53661.23,654.41
10532,2024-02-06,Hyderabad,Telangana,Organic,25-34,"Full KYC",0,31,43,28602.56,665.18
10533,2025-06-18,Mumbai,Maharashtra,Referral,45-54,"Full KYC",1,NULL,0,NULL,NULL
10534,2024-08-27,Mumbai,Maharashtra,"Merchant Partner",35-44,Pending,1,531,1,1020.29,1020.29
10535,2025-10-13,Mumbai,Maharashtra,Referral,25-34,"Full KYC",0,18,23,8725.42,379.37
10536,2025-09-26,Delhi,Delhi,"Paid Ad",25-34,"Full KYC",1,36,3,1702.46,567.49
10537,2024-04-03,Indore,"Madhya Pradesh",Referral,25-34,"Min KYC",0,0,13,4930.76,379.29
10538,2025-10-31,Hyderabad,Telangana,Organic,35-44,"Full KYC",0,64,16,9961.49,622.59
10539,2024-04-12,Nagpur,Maharashtra,"Merchant Partner",55+,"Full KYC",1,38,4,2362.62,590.66
10540,2024-12-23,Kochi,Kerala,"Paid Ad",45-54,"Min KYC",0,38,12,5669.55,472.46
10541,2024-12-11,Patna,Bihar,"Paid Ad",25-34,"Min KYC",0,17,25,10839.31,433.57
10542,2025-11-29,Delhi,Delhi,"Bank Partnership",55+,"Full KYC",0,10,40,24331.72,608.29
10543,2025-04-24,Hyderabad,Telangana,"Paid Ad",18-24,"Full KYC",0,117,7,6186.97,883.85
10544,2025-09-30,Pune,Maharashtra,Organic,25-34,"Full KYC",0,4,42,20985.12,499.65
10545,2025-03-10,Pune,Maharashtra,"Paid Ad",35-44,"Min KYC",0,18,49,26087.86,532.41
10546,2025-08-25,Mumbai,Maharashtra,Referral,55+,"Full KYC",0,42,26,11649.22,448.05
10547,2025-09-14,Bengaluru,Karnataka,Organic,55+,"Min KYC",0,21,45,19316.15,429.25
10548,2025-09-19,Ahmedabad,Gujarat,"Paid Ad",25-34,"Full KYC",0,37,23,12684.61,551.50
10549,2024-10-27,Jaipur,Rajasthan,"Paid Ad",55+,"Min KYC",0,0,162,99586.81,614.73
10550,2024-10-05,Hyderabad,Telangana,Referral,35-44,"Full KYC",0,20,38,31365.23,825.40
10551,2025-12-19,Bengaluru,Karnataka,Organic,35-44,"Full KYC",0,16,9,3272.87,363.65
10552,2025-07-06,Kolkata,"West Bengal","Paid Ad",25-34,"Min KYC",0,2,54,27399.66,507.40
10553,2025-10-31,Jaipur,Rajasthan,Organic,25-34,"Full KYC",0,1,25,17714.16,708.57
10554,2025-02-25,Lucknow,"Uttar Pradesh",Organic,18-24,"Full KYC",0,4,22,13026.26,592.10
10555,2025-11-09,Indore,"Madhya Pradesh","Merchant Partner",35-44,Pending,0,30,22,13170.28,598.65
10556,2025-06-09,Kolkata,"West Bengal",Referral,45-54,"Full KYC",0,1,7,4623.53,660.50
10557,2025-06-26,Hyderabad,Telangana,"Paid Ad",35-44,"Full KYC",0,3,48,23175.01,482.81
10558,2024-05-09,Hyderabad,Telangana,Organic,25-34,"Full KYC",0,2,53,21930.60,413.78
10559,2025-02-17,Mumbai,Maharashtra,Referral,25-34,"Full KYC",1,74,2,508.08,254.04
10560,2025-06-17,Hyderabad,Telangana,Organic,25-34,"Full KYC",0,64,25,12451.51,498.06
10561,2025-07-09,Patna,Bihar,Organic,45-54,"Full KYC",0,13,32,16365.93,511.44
10562,2025-11-30,Ahmedabad,Gujarat,"Bank Partnership",18-24,"Min KYC",0,1,54,23922.58,443.01
10563,2024-08-26,Kolkata,"West Bengal",Organic,25-34,"Full KYC",0,31,16,6052.40,378.28
10564,2024-08-08,Delhi,Delhi,"Merchant Partner",18-24,"Full KYC",0,7,47,28383.76,603.91
10565,2025-12-08,Kolkata,"West Bengal",Referral,25-34,"Full KYC",0,55,17,11784.96,693.23
10566,2025-12-20,Delhi,Delhi,Organic,25-34,"Full KYC",0,36,19,6706.96,353.00
10567,2024-05-11,Hyderabad,Telangana,Organic,18-24,"Full KYC",0,6,16,4762.11,297.63
10568,2024-10-03,Kolkata,"West Bengal",Organic,18-24,"Full KYC",0,97,5,967.61,193.52
10569,2025-11-23,Mumbai,Maharashtra,Referral,35-44,"Full KYC",1,6,6,3506.10,584.35
10570,2024-05-25,Bengaluru,Karnataka,Organic,18-24,"Full KYC",0,445,2,499.41,249.71
10571,2025-07-25,Mumbai,Maharashtra,"Bank Partnership",55+,"Full KYC",0,22,29,19159.07,660.66
10572,2024-03-22,Delhi,Delhi,Organic,25-34,Pending,0,82,10,2887.64,288.76
10573,2024-05-10,Hyderabad,Telangana,Referral,55+,"Full KYC",0,5,87,39948.84,459.18
10574,2025-07-27,Jaipur,Rajasthan,Organic,25-34,"Full KYC",0,44,15,16279.81,1085.32
10575,2025-03-19,Bengaluru,Karnataka,"Paid Ad",35-44,"Min KYC",1,245,4,1228.75,307.19
10576,2025-02-09,Mumbai,Maharashtra,Organic,18-24,"Full KYC",0,1,106,65531.48,618.22
10577,2025-09-17,Hyderabad,Telangana,"Paid Ad",18-24,"Full KYC",0,1,22,14778.70,671.76
10578,2024-08-12,Delhi,Delhi,"Paid Ad",35-44,"Full KYC",0,1,180,101335.24,562.97
10579,2025-01-02,Bhopal,"Madhya Pradesh","Bank Partnership",55+,"Full KYC",0,1,187,86550.36,462.84
10580,2025-03-20,Indore,"Madhya Pradesh",Organic,45-54,"Full KYC",0,4,8,4479.25,559.91
10581,2025-06-24,Jaipur,Rajasthan,"Paid Ad",35-44,"Full KYC",0,100,10,4438.08,443.81
10582,2024-08-30,Ahmedabad,Gujarat,Organic,35-44,"Min KYC",0,89,17,6665.41,392.08
10583,2025-04-07,Lucknow,"Uttar Pradesh",Organic,55+,"Full KYC",0,1,177,79580.91,449.61
10584,2024-11-23,Hyderabad,Telangana,"Merchant Partner",35-44,"Full KYC",1,18,3,676.84,225.61
10585,2025-01-30,Ahmedabad,Gujarat,"Merchant Partner",25-34,"Min KYC",1,15,7,4045.65,577.95
10586,2025-09-21,Pune,Maharashtra,Organic,25-34,"Min KYC",0,61,7,2893.74,413.39
10587,2024-10-14,Pune,Maharashtra,"Paid Ad",25-34,"Full KYC",0,3,40,23396.48,584.91
10588,2025-05-02,Bhopal,"Madhya Pradesh","Paid Ad",45-54,"Min KYC",0,72,4,736.57,184.14
10589,2025-11-18,Bhopal,"Madhya Pradesh",Organic,18-24,Pending,0,3,28,16582.59,592.24
10590,2025-07-10,Hyderabad,Telangana,Organic,45-54,"Full KYC",0,77,6,3390.83,565.14
10591,2025-12-22,Chandigarh,Punjab,"Merchant Partner",45-54,"Full KYC",0,89,6,3789.14,631.52
10592,2025-03-01,Chennai,"Tamil Nadu",Referral,18-24,"Full KYC",0,4,99,44382.40,448.31
10593,2024-07-24,Chennai,"Tamil Nadu",Organic,18-24,Pending,1,17,5,2053.35,410.67
10594,2025-12-24,Chennai,"Tamil Nadu",Organic,35-44,"Full KYC",0,0,19,5770.43,303.71
10595,2025-04-15,Bhopal,"Madhya Pradesh","Merchant Partner",18-24,"Full KYC",1,138,5,1829.29,365.86
10596,2024-06-25,Guwahati,Assam,Referral,35-44,"Full KYC",0,1,49,26338.36,537.52
10597,2024-08-19,Jaipur,Rajasthan,Referral,25-34,"Full KYC",0,129,3,1271.83,423.94
10598,2024-07-10,Hyderabad,Telangana,Organic,25-34,"Full KYC",0,80,12,6937.56,578.13
10599,2025-08-31,Chennai,"Tamil Nadu",Organic,25-34,"Full KYC",0,168,11,5673.41,515.76
10600,2024-03-08,Bengaluru,Karnataka,Referral,45-54,"Min KYC",0,7,36,16421.13,456.14
10601,2025-06-24,Ahmedabad,Gujarat,Organic,45-54,"Full KYC",1,398,1,56.80,56.80
10602,2025-02-08,Ranchi,Jharkhand,Organic,18-24,"Full KYC",0,34,37,22744.30,614.71
10603,2024-02-23,Patna,Bihar,Organic,18-24,"Min KYC",0,14,14,4681.41,334.39
10604,2025-03-23,Pune,Maharashtra,"Paid Ad",35-44,"Full KYC",0,2,158,74791.75,473.37
10605,2025-07-03,Hyderabad,Telangana,Organic,45-54,"Min KYC",1,260,5,3278.49,655.70
10606,2025-06-13,Pune,Maharashtra,"Bank Partnership",45-54,"Full KYC",0,64,8,4850.54,606.32
10607,2025-01-20,Bengaluru,Karnataka,"Bank Partnership",45-54,"Full KYC",1,207,8,8658.92,1082.37
10608,2024-09-01,Ranchi,Jharkhand,Organic,25-34,"Full KYC",1,55,5,2033.44,406.69
10609,2024-04-29,Delhi,Delhi,"Merchant Partner",18-24,"Full KYC",1,143,5,3071.95,614.39
10610,2024-01-09,Indore,"Madhya Pradesh",Organic,18-24,"Min KYC",1,100,1,283.71,283.71
10611,2024-09-19,Hyderabad,Telangana,Referral,18-24,"Full KYC",0,3,348,206980.12,594.77
10612,2025-04-06,Ahmedabad,Gujarat,Referral,25-34,"Full KYC",0,52,13,7171.59,551.66
10613,2024-01-28,Chandigarh,Punjab,"Merchant Partner",25-34,"Min KYC",0,13,22,14282.62,649.21
10614,2025-12-30,Kolkata,"West Bengal",Referral,55+,"Full KYC",0,5,58,36218.08,624.45
10615,2025-03-03,Ahmedabad,Gujarat,Organic,35-44,"Full KYC",1,114,4,3216.57,804.14
10616,2024-08-03,Mumbai,Maharashtra,"Paid Ad",45-54,"Full KYC",0,64,6,2562.61,427.10
10617,2025-12-03,Delhi,Delhi,"Paid Ad",45-54,"Full KYC",0,68,13,11117.07,855.16
10618,2024-05-14,Chennai,"Tamil Nadu",Organic,25-34,"Full KYC",1,34,7,3555.15,507.88
10619,2025-11-30,Hyderabad,Telangana,"Paid Ad",18-24,"Min KYC",0,4,45,21959.71,487.99
10620,2024-07-24,Kolkata,"West Bengal","Paid Ad",18-24,"Min KYC",1,118,7,3052.89,436.13
10621,2024-10-04,Hyderabad,Telangana,Organic,35-44,"Full KYC",0,0,169,73826.13,436.84
10622,2024-11-06,Delhi,Delhi,Organic,18-24,"Full KYC",0,24,10,4708.72,470.87
10623,2025-12-27,Bhopal,"Madhya Pradesh","Paid Ad",25-34,"Full KYC",1,595,1,863.33,863.33
10624,2024-07-02,Patna,Bihar,"Paid Ad",25-34,"Full KYC",0,118,3,2417.06,805.69
10625,2025-12-11,Guwahati,Assam,Organic,25-34,"Full KYC",0,154,8,3380.59,422.57
10626,2024-09-10,Delhi,Delhi,Organic,55+,"Min KYC",0,28,49,22854.47,466.42
10627,2024-07-27,Bengaluru,Karnataka,Organic,18-24,"Full KYC",0,22,38,23018.67,605.75
10628,2025-04-10,Bengaluru,Karnataka,"Bank Partnership",35-44,"Full KYC",0,14,71,30053.65,423.29
10629,2025-05-21,Chandigarh,Punjab,Referral,18-24,"Full KYC",0,21,22,9988.32,454.01
10630,2024-09-08,Kolkata,"West Bengal",Referral,18-24,"Full KYC",0,236,8,5551.15,693.89
10631,2024-04-07,Chandigarh,Punjab,Organic,35-44,"Full KYC",0,18,5,1902.70,380.54
10632,2024-10-16,Kochi,Kerala,Referral,25-34,"Full KYC",0,36,16,7273.59,454.60
10633,2025-01-29,Bengaluru,Karnataka,"Bank Partnership",18-24,"Full KYC",0,24,47,23603.24,502.20
10634,2024-01-30,Pune,Maharashtra,"Merchant Partner",35-44,"Min KYC",0,13,8,4212.39,526.55
10635,2024-02-27,Hyderabad,Telangana,Referral,55+,"Full KYC",0,34,48,34795.39,724.90
10636,2025-11-01,Chennai,"Tamil Nadu","Merchant Partner",18-24,Pending,0,165,6,1622.74,270.46
10637,2024-01-27,Ranchi,Jharkhand,Referral,25-34,"Full KYC",0,7,3,1474.26,491.42
10638,2024-10-24,Delhi,Delhi,"Paid Ad",35-44,"Full KYC",1,187,5,3796.52,759.30
10639,2025-07-11,Surat,Gujarat,Referral,45-54,"Full KYC",1,107,6,3649.80,608.30
10640,2024-08-27,Delhi,Delhi,"Paid Ad",25-34,"Full KYC",1,718,1,956.45,956.45
10641,2024-12-27,Lucknow,"Uttar Pradesh","Paid Ad",25-34,"Full KYC",0,154,7,1666.77,238.11
10642,2024-03-04,Delhi,Delhi,Organic,18-24,"Min KYC",0,1,9,4469.46,496.61
10643,2025-08-02,Chennai,"Tamil Nadu","Merchant Partner",18-24,"Min KYC",0,0,182,85366.39,469.05
10644,2025-04-07,Jaipur,Rajasthan,Organic,55+,"Full KYC",0,18,10,3531.80,353.18
10645,2025-09-13,Pune,Maharashtra,"Merchant Partner",18-24,"Full KYC",0,17,13,7184.46,552.65
10646,2025-09-22,Guwahati,Assam,"Bank Partnership",35-44,"Full KYC",1,339,3,987.29,329.10
10647,2024-09-13,Lucknow,"Uttar Pradesh",Organic,25-34,"Full KYC",0,4,5,2039.76,407.95
10648,2024-01-31,Delhi,Delhi,"Bank Partnership",35-44,"Full KYC",0,10,10,4401.61,440.16
10649,2024-09-09,Hyderabad,Telangana,"Merchant Partner",18-24,"Full KYC",0,1,22,9948.54,452.21
10650,2024-04-16,Bengaluru,Karnataka,"Paid Ad",35-44,Pending,0,26,27,12295.92,455.40
10651,2025-01-24,Bengaluru,Karnataka,Organic,35-44,"Min KYC",0,29,27,11993.94,444.22
10652,2024-04-16,Delhi,Delhi,Referral,45-54,"Full KYC",0,2,38,17826.13,469.11
10653,2025-11-03,Delhi,Delhi,Referral,55+,"Full KYC",0,2,47,24812.62,527.93
10654,2025-03-15,Kochi,Kerala,"Merchant Partner",35-44,"Full KYC",0,390,3,1275.82,425.27
10655,2024-07-03,Ranchi,Jharkhand,Referral,35-44,"Min KYC",0,31,23,15424.60,670.63
10656,2025-11-03,Delhi,Delhi,Referral,18-24,"Min KYC",0,23,32,17008.13,531.50
10657,2025-07-15,Bhopal,"Madhya Pradesh",Referral,25-34,"Full KYC",1,159,7,4873.50,696.21
10658,2024-11-15,Delhi,Delhi,"Bank Partnership",35-44,"Min KYC",0,59,28,17001.91,607.21
10659,2024-04-16,Chennai,"Tamil Nadu","Paid Ad",55+,"Full KYC",0,75,14,7201.74,514.41
10660,2024-09-07,Delhi,Delhi,Referral,18-24,"Full KYC",0,406,4,1851.81,462.95
10661,2025-03-02,Bengaluru,Karnataka,"Merchant Partner",18-24,"Full KYC",0,5,86,44815.19,521.11
10662,2025-07-13,Hyderabad,Telangana,Organic,35-44,"Min KYC",0,5,11,5348.33,486.21
10663,2024-07-10,Lucknow,"Uttar Pradesh","Merchant Partner",18-24,"Full KYC",0,15,24,19105.38,796.06
10664,2025-06-26,Pune,Maharashtra,"Paid Ad",35-44,"Full KYC",0,22,40,25047.00,626.18
10665,2024-07-25,Indore,"Madhya Pradesh",Organic,25-34,"Full KYC",0,18,28,20758.18,741.36
10666,2024-06-29,Mumbai,Maharashtra,Organic,55+,"Full KYC",0,1,431,244941.78,568.31
10667,2024-11-22,Kolkata,"West Bengal",Referral,45-54,Pending,0,5,82,46540.55,567.57
10668,2024-04-27,Mumbai,Maharashtra,"Merchant Partner",35-44,"Full KYC",0,48,3,1686.37,562.12
10669,2024-10-22,Mumbai,Maharashtra,Organic,18-24,"Full KYC",1,63,22,13008.68,591.30
10670,2024-09-18,Bengaluru,Karnataka,"Bank Partnership",35-44,"Full KYC",0,0,13,8742.35,672.49
10671,2024-07-23,Mumbai,Maharashtra,Referral,18-24,"Min KYC",0,2,78,41086.31,526.75
10672,2025-07-20,Bhopal,"Madhya Pradesh","Merchant Partner",18-24,Pending,0,12,123,55143.58,448.32
10673,2024-08-30,Chennai,"Tamil Nadu",Organic,35-44,"Full KYC",0,12,18,13115.19,728.62
